,Additions_to_Regular_Salary,Additions_to_Salary__Projected_Expenses,After_School_and_Student_Activities,Ancillary_Support_Services_All_Funds,Assistant_Principals,Attendance__Outreach_Services,Building_Maintenance,Building_Services_All_Funds,Central_Administration_All_Funds,Central_Instructional_Support_All_Funds,Central_Leadership,Classroom_Instruction_All_Funds,Computer_System_Support_School_Level,Contracted_Instructional_Services,Counseling_Services,Custodial_Services,Direct_Services_to_Schools,District,Drug_Prevention_Programs,Education_Paraprofessionals,Energy,Field_Support_All_Funds,Field_Support_Costs,Food_Services,Instructional_Offices,Instructional_Supplies_and_Equipment,Instructional_Support_Srcs_All_Funds,Instructional_Support_and_Administration_All_Funds,LeadershipSupervisionSupport_All_Funds,Leases,Librarians_and_Library_Books,Operational_Offices,Other_Classroom_Staff,Other_Field_Support_Costs_All_Funds,Parent_Involvement_Activities,Principals,Professional_Development,Projected_Expenses,Referral_and_Evaluation_Services_All_Funds,Related_Services,Sabbaticals_Leaves_Termination_Pay,School,School_Safety,Secretaries_School_Aides__Other_Support_Staff,Summer_and_Evening_School,Supervisors,Supplies_Materials_Equipment_Telephones,SystemWide_Costs,Teachers,Text_Books,Title_1,Total,Transportation
Q106,4,159,115,2383,392,24,412,1418,343,58,40,9418,89,32,139,777,16796,27,1,703,229.0,159,389,752,67,220,1886,249,1531,0.0,7,235,4.0,140,205,521,652,0,48,1355,136,Q106,303,484,36,9.0,125,400,7653,112,1.0,18785,1239
Q108,3,90,71,1638,504,24,396,1141,340,54,40,7285,89,23,129,523,12768,27,1,66,222.0,90,289,619,65,80,1326,221,1287,0.0,6,235,4.0,68,115,168,396,0,234,753,65,Q108,303,469,19,4.0,141,394,6528,162,1.0,14650,626
Q114,4,91,57,1808,402,24,354,1156,332,49,37,9103,89,24,231,582,16209,27,1,18,220.0,91,258,318,63,126,2716,232,1335,0.0,173,233,4.0,25,110,277,474,0,302,1993,21,Q114,303,514,5,11.0,132,381,8099,181,0.0,18048,1097
Q123,3,106,147,2451,485,26,638,1718,342,57,40,9109,89,47,184,815,17529,27,1,418,265.0,106,235,751,67,151,2452,227,1692,0.0,6,235,4.0,8,133,339,546,0,586,1376,4,Q123,303,579,34,172.0,117,399,7836,67,1.0,19363,1308
Q124,3,76,246,1664,263,24,378,1106,339,49,40,7040,89,21,222,470,12279,27,1,109,258.0,76,303,625,65,321,1162,208,1231,0.0,11,235,4.0,95,139,197,445,0,163,368,92,Q124,303,620,36,3.0,148,388,6016,78,1.0,14169,646
Q137,4,74,144,1656,366,42,383,1017,341,52,40,6871,89,22,208,415,12009,27,1,94,218.0,74,243,516,66,150,1250,236,1141,0.0,66,235,4.0,8,56,130,404,0,122,677,4,Q137,303,330,66,219.0,95,393,5972,93,1.0,13845,748
Q146,4,172,90,2206,467,79,468,1463,339,54,39,10137,89,43,365,680,18292,27,1,566,315.0,172,250,470,67,140,2919,241,1395,0.0,211,234,4.0,9,109,271,614,0,324,1952,4,Q146,303,534,20,14.0,108,394,8470,68,1.0,20135,1344
Q155,3,87,111,1587,553,24,397,1440,341,55,40,9408,89,43,227,801,15536,27,1,444,242.0,87,435,616,66,232,1534,224,1480,0.0,221,235,4.0,211,125,350,396,0,275,771,207,Q155,303,461,45,5.0,111,396,7955,67,1.0,17567,577
Q183,4,94,160,1795,495,175,456,1313,343,54,40,8285,89,79,384,746,16252,27,102,277,111.0,94,276,621,67,161,2740,240,2024,0.0,171,235,4.0,36,232,332,473,0,301,1386,32,Q183,303,536,111,535.0,127,397,6893,117,1.0,18124,782
Q197,4,106,150,2812,605,28,470,1677,344,60,40,10695,89,59,314,933,21364,27,123,379,273.0,106,332,929,68,187,4188,253,1887,0.0,6,236,4.0,79,262,394,708,0,751,2559,75,Q197,303,693,47,10.0,186,403,9237,67,1.0,23300,1490
Q202,4,112,115,1215,288,133,426,1106,340,52,40,6929,89,17,317,495,12797,27,62,100,185.0,112,243,556,66,72,1885,236,1550,0.0,7,235,4.0,8,82,202,556,0,392,784,4,Q202,303,357,35,546.0,158,392,6056,82,1.0,14633,266
Q207,4,86,46,1300,397,24,366,1139,337,52,38,9191,89,79,430,613,17990,27,1,412,160.0,86,303,387,65,90,4782,236,1491,0.0,173,234,4.0,67,107,318,638,0,475,3701,62,Q207,303,665,95,10.0,100,389,7626,75,1.0,19881,520
Q210,4,73,50,1324,413,72,352,887,341,53,40,6880,89,19,297,407,12162,27,35,86,128.0,73,250,507,66,82,1699,238,1300,0.0,65,235,4.0,11,75,122,255,0,281,889,7,Q210,303,347,42,319.0,98,394,6257,69,1.0,14005,424
Q215,4,68,74,1965,524,24,419,1320,343,60,40,8762,89,24,386,704,16047,27,1,434,197.0,68,372,728,68,126,2247,254,1684,0.0,6,235,4.0,118,119,350,525,0,296,1349,114,Q215,303,691,19,13.0,106,403,7560,64,1.0,18022,844
Q223,3,92,119,2367,463,78,606,1897,342,56,40,10554,89,67,347,926,18875,27,1,615,365.0,92,256,922,66,251,2525,225,1440,0.0,7,235,4.0,31,122,325,586,1,607,1252,27,Q223,303,549,38,5.0,98,398,8918,68,1.0,20729,1052
Q225,4,149,80,1596,1434,455,493,1603,343,55,40,10232,89,413,523,869,23265,27,274,211,242.0,149,331,734,67,128,5986,243,3698,0.0,487,235,4.0,88,316,927,281,0,1477,2863,84,Q225,303,954,9,168.0,214,398,8632,67,1.0,25193,469
Q226,4,69,90,1507,460,24,494,1468,342,54,40,8591,89,430,292,668,14288,27,64,151,305.0,69,320,586,67,72,1555,240,1099,0.0,88,235,4.0,80,56,165,456,0,180,849,75,Q226,303,363,69,10.0,100,396,7250,70,1.0,16204,529
Q232,4,116,56,1636,337,24,382,1016,339,51,39,8911,89,80,172,499,14936,27,1,246,136.0,116,242,580,65,378,1977,235,1279,0.0,127,235,4.0,8,95,238,589,0,426,1203,4,Q232,303,592,12,9.0,103,390,7351,124,1.0,16768,664
Q253,4,137,281,1835,557,194,360,1706,343,59,40,8661,89,70,318,857,17458,27,1,173,489.0,137,438,876,67,250,3288,253,1831,0.0,199,235,4.0,186,169,402,556,1,289,2036,181,Q253,303,696,88,13.0,161,402,7243,77,1.0,19498,566
Q254,4,154,177,2451,505,225,349,1555,343,58,40,8624,89,36,188,797,17580,27,1,315,409.0,154,263,786,67,114,3232,251,1565,0.0,236,235,4.0,12,142,345,871,0,47,2452,8,Q254,303,473,176,10.0,231,401,6764,108,1.0,19445,1272
Q260,4,92,271,897,718,24,391,1337,342,51,40,6537,89,59,441,779,12546,27,1,2,165.0,92,242,344,69,148,1444,234,2240,2.0,1,234,4.0,8,162,576,464,0,40,504,4,Q260,303,602,123,229.0,115,393,5627,110,1.0,14381,160
Q262,4,70,196,1173,677,30,397,1668,342,50,40,6208,89,55,539,915,13739,27,1,2,355.0,70,249,384,68,72,2586,232,2035,2.0,7,234,4.0,17,285,434,664,0,81,1453,13,Q262,303,592,29,183.0,149,392,5296,78,1.0,15580,396
Q282,4,70,160,864,603,24,391,1334,339,50,40,6704,89,58,424,778,12122,27,1,2,165.0,70,239,343,65,228,1036,231,2115,0.0,6,234,4.0,7,301,818,214,0,30,97,4,Q282,303,508,8,6.0,179,388,6059,123,1.0,13949,128
Q302,8,70,315,775,5,23,391,1278,342,53,39,9357,89,118,459,720,14716,27,0,305,165.0,70,325,291,69,718,1012,290,2225,2.0,620,234,10.0,35,17,1320,339,2,49,149,25,Q302,303,763,62,7.0,130,395,6968,216,1.0,16636,92
Q306,4,67,17,2578,14,24,367,1660,337,54,39,8342,89,53,276,655,15244,27,1,820,637.0,67,252,681,64,251,948,243,1649,0.0,1,234,4.0,9,23,876,480,1,36,572,4,Q306,303,616,3,7.0,136,390,6668,62,1.0,17086,1504
Q308,4,64,464,1318,852,24,426,1108,343,53,39,6870,89,32,118,496,13255,27,1,2,185.0,64,245,553,69,605,1152,237,2743,2.0,24,235,4.0,8,218,829,329,0,51,277,4,Q308,303,616,21,194.0,253,396,5437,416,1.0,15096,373
Q309,3,64,593,982,598,24,391,1337,342,51,39,7611,89,30,373,779,13423,27,1,3,165.0,64,221,345,69,376,1353,214,2075,2.0,4,234,4.0,7,198,869,268,0,44,121,4,Q309,303,466,25,6.0,136,393,6652,250,1.0,15238,245
Q317,3,64,84,2219,14,166,493,1603,340,56,40,8881,89,290,374,869,15555,27,1,716,242.0,64,242,561,66,411,1273,234,1515,0.0,5,235,4.0,8,224,682,645,0,44,380,4,Q317,303,615,6,8.0,196,395,6677,126,1.0,17392,1265
Q318,4,14,780,2782,13,24,493,1544,345,59,40,7945,89,20,23,810,19070,27,0,777,242.0,14,298,747,70,1730,1189,292,5596,0.0,4,235,0.0,7,57,2770,351,0,84,221,2,Q318,303,1638,29,13.0,1161,404,4885,148,1.0,20972,1642
Q319,4,45,354,1624,13,24,583,2328,344,59,40,11958,89,181,1742,1127,23089,27,0,860,618.0,45,303,534,70,2062,2678,291,4456,0.0,8,235,0.0,12,31,2696,349,5,86,441,3,Q319,303,1610,11,21.0,117,403,8331,158,1.0,24995,697
Q323,3,88,177,2220,273,26,385,1350,336,44,39,5832,89,15,130,716,11267,27,1,1,248.0,88,231,349,64,62,659,221,1119,2.0,146,233,4.0,10,113,283,697,0,6,206,7,Q323,303,347,17,109.0,108,380,4788,103,1.0,13078,1478
Q333,3,50,448,1900,294,100,475,1849,339,53,40,8204,89,41,123,1010,14639,27,1,593,363.0,50,227,848,65,261,1401,220,1236,0.0,6,235,4.0,7,62,406,197,1,27,640,4,Q333,303,404,7,4.0,129,393,6985,109,1.0,16459,659
Q400,4,110,434,771,1254,329,500,1921,342,53,39,7109,89,417,498,1059,15462,27,16,13,361.0,110,335,206,70,103,2340,239,3211,2.0,107,233,4.0,96,69,203,334,0,344,649,92,Q400,303,1149,204,408.0,198,396,5812,114,1.0,17393,171
Q410,4,70,245,968,986,354,397,1731,345,55,40,7351,89,419,758,976,15333,27,118,16,357.0,70,339,384,71,100,3020,308,2193,2.0,100,234,81.0,32,76,204,268,0,293,1174,27,Q410,303,876,125,12.0,115,400,6137,106,1.0,17273,192
Q465,3,75,344,816,3065,316,391,1282,354,61,43,7790,89,463,945,724,18382,27,34,2,165.0,75,677,346,76,201,2821,367,5598,2.0,12,235,0.0,310,236,876,276,1,627,320,306,Q465,303,1450,232,9.0,197,416,6506,100,1.0,20675,78
Q475,2,81,150,698,619,156,415,914,334,48,37,6208,89,18,480,324,10789,27,24,2,174.0,81,207,185,65,73,1363,168,1524,2.0,81,232,5.0,39,37,88,161,0,104,413,37,Q475,303,684,74,6.0,127,382,5691,102,0.0,12577,121
Q480,4,98,372,722,541,139,404,1184,343,52,40,7503,89,424,407,461,12794,27,6,22,116.0,98,285,171,69,75,1534,238,1753,204.0,80,233,71.0,47,50,93,244,0,138,423,43,Q480,303,634,89,305.0,179,395,6406,90,1.0,14673,159
Q650,3,102,321,937,474,137,399,1535,340,47,39,7624,89,14,517,662,12952,27,0,0,473.0,102,348,429,66,256,1335,339,1420,2.0,137,234,0.0,9,103,261,307,1,43,213,5,Q650,303,531,98,2.0,152,387,6680,133,1.0,14887,115
Q008,4,94,137,1835,910,161,413,1725,346,60,40,9752,89,37,472,904,18223,28,81,332,408.0,94,306,715,71,220,2408,298,2409,0.0,195,235,4.0,7,77,380,833,0,529,951,3,Q008,303,527,165,462.0,130,406,7888,79,1.0,20134,728
Q030,4,133,28,2464,255,24,496,1616,343,60,40,10255,89,61,431,827,18807,28,1,536,293.0,133,301,773,68,120,2892,289,1446,0.0,6,235,4.0,12,87,352,812,0,612,1708,8,Q030,303,709,111,9.0,121,403,8528,77,1.0,20711,1298
Q040,3,86,175,1415,541,250,350,1233,341,56,40,9289,89,74,779,648,17096,28,126,224,235.0,86,299,668,66,234,3231,282,1843,0.0,249,235,4.0,17,173,383,701,0,643,1085,14,Q040,303,784,22,5.0,130,397,7710,69,1.0,18993,354
Q048,3,79,253,1756,455,24,401,1589,342,58,40,8419,89,22,243,868,16369,28,0,734,320.0,79,304,699,67,60,2229,285,2297,0.0,6,235,0.0,20,203,530,457,0,408,1098,17,Q048,303,826,15,9.0,477,400,7059,67,1.0,18273,665
Q050,3,102,113,1586,477,24,372,1058,342,57,40,8013,89,36,200,517,13573,28,1,270,169.0,102,392,706,67,167,1436,311,1378,0.0,129,235,4.0,81,134,242,470,0,359,604,77,Q050,303,545,52,6.0,109,399,6668,217,1.0,15564,487
Q054,3,74,86,2071,14,24,478,1344,343,59,40,10212,89,54,228,669,17063,28,1,214,197.0,74,530,677,68,131,2055,356,1308,0.0,16,235,4.0,174,135,423,635,0,496,1084,171,Q054,303,771,59,7.0,93,403,8998,101,1.0,19196,1001
Q055,3,78,114,1748,229,24,350,1128,342,58,40,8436,89,38,230,575,14907,28,95,146,203.0,78,252,572,67,145,2198,239,1319,0.0,218,235,4.0,13,137,283,272,0,268,1330,10,Q055,303,639,33,8.0,160,400,7512,69,1.0,16759,783
Q072,3,105,141,1343,527,144,413,1259,342,54,40,9115,89,425,447,609,15522,28,1,140,237.0,105,499,578,68,236,1880,491,1820,0.0,57,235,4.0,7,93,274,436,0,238,815,4,Q072,303,523,127,389.0,108,397,7618,71,1.0,17617,372
Q080,4,133,65,3355,497,36,391,1426,344,63,40,10306,89,85,263,787,22230,28,1,237,247.0,133,286,564,70,141,5471,248,1540,0.0,7,235,4.0,38,128,335,560,0,597,4381,34,Q080,303,591,101,13.0,104,407,9102,68,1.0,24124,2398
Q082,3,87,233,2296,259,24,473,1684,343,58,40,9260,89,56,251,796,16699,28,1,445,287.0,87,286,750,67,102,2008,240,1365,128.0,178,235,4.0,45,128,336,746,0,371,1000,42,Q082,303,674,49,5.0,90,400,7480,200,1.0,18585,1153
Q086,3,78,32,1629,548,24,369,888,343,59,40,8692,89,31,102,431,14208,28,20,240,88.0,78,256,664,67,87,1407,243,1512,0.0,7,235,4.0,14,93,236,473,0,384,751,10,Q086,303,622,41,7.0,100,402,7741,70,1.0,16066,572
Q099,4,97,158,2061,391,24,414,3302,341,59,40,7926,89,52,203,762,17404,28,1,2,359.0,97,249,685,67,130,2513,241,1506,1765.0,7,235,4.0,8,115,280,373,0,460,1551,4,Q099,303,738,39,8.0,90,400,7251,69,1.0,19253,984
Q101,3,97,120,1687,344,24,385,1253,332,52,37,7984,89,29,30,686,14765,28,103,100,182.0,97,393,400,62,156,2278,283,1466,0.0,7,233,4.0,110,208,341,183,0,279,1513,106,Q101,303,677,29,7.0,97,384,7405,71,0.0,16742,895
Q117,2,99,31,1596,272,24,354,964,340,55,40,8171,89,14,174,430,12931,28,0,232,180.0,99,328,686,65,327,1073,255,1029,0.0,98,235,0.0,73,58,197,623,0,312,473,71,Q117,306,452,99,4.0,104,396,6709,68,1.0,14854,515
Q121,3,80,202,1474,499,24,417,1128,341,55,40,7605,89,17,208,528,13162,28,1,121,183.0,80,240,554,66,82,1591,234,1284,0.0,7,235,4.0,6,99,241,270,0,321,737,3,Q121,303,426,28,5.0,113,396,7006,70,1.0,14997,527
Q139,3,73,51,1610,181,24,401,1152,338,54,39,7190,89,19,128,590,12641,28,1,165,162.0,73,243,690,64,85,1612,233,1003,0.0,122,235,4.0,10,91,249,181,0,407,911,7,Q139,303,474,39,6.0,94,393,6507,68,1.0,14476,527
Q140,4,77,43,2018,658,125,379,1267,342,58,40,7946,89,32,410,673,15267,28,1,524,216.0,77,282,709,67,48,2561,239,1398,0.0,143,235,4.0,43,89,291,601,1,486,1407,39,Q140,303,358,147,8.0,84,401,6375,71,1.0,17150,917
Q144,3,127,99,2160,240,24,411,1263,334,54,37,9988,89,129,229,663,17552,28,1,422,189.0,127,391,433,63,102,2739,233,1275,0.0,217,233,4.0,157,118,297,245,0,313,1955,154,Q144,303,568,48,8.0,162,388,8752,68,0.0,19530,1334
Q157,4,99,48,1558,543,24,343,1237,341,56,39,9080,89,417,312,647,16111,28,76,278,247.0,99,410,509,67,64,2317,241,1821,0.0,119,234,4.0,168,90,232,335,0,350,1417,164,Q157,303,612,123,232.0,202,397,7656,83,1.0,18117,656
Q160,4,66,56,1929,304,88,471,1365,343,59,40,9038,89,75,141,684,15672,28,73,302,210.0,66,248,725,68,158,1929,241,1345,0.0,155,235,4.0,7,73,304,562,0,446,1051,3,Q160,303,597,45,34.0,107,403,7671,67,1.0,17522,812
Q161,3,95,37,1581,241,24,360,1319,343,57,40,8574,89,82,132,682,14563,28,1,181,276.0,95,287,605,67,84,1843,238,1152,0.0,10,235,4.0,49,117,266,955,0,39,1494,46,Q161,303,546,37,6.0,92,400,7152,69,1.0,16450,584
Q174,3,81,50,2373,255,24,450,1404,338,56,39,8571,89,41,17,769,15940,28,1,64,186.0,81,244,489,65,59,2109,237,1401,0.0,213,234,4.0,6,138,334,196,0,249,1630,3,Q174,303,715,67,7.0,91,394,7859,67,1.0,17777,1491
Q175,3,80,165,1460,256,24,458,1336,340,57,39,8140,89,43,251,649,14036,28,1,272,228.0,80,245,567,66,210,1798,237,1222,0.0,6,235,4.0,8,139,318,475,0,415,802,4,Q175,303,526,47,7.0,115,397,6998,84,1.0,15879,501
Q182,3,101,83,2236,351,25,420,2353,341,57,40,8435,89,18,490,469,17064,28,1,353,96.0,101,267,687,66,228,2583,240,1358,1368.0,159,235,4.0,28,137,243,581,0,545,1302,24,Q182,303,675,66,4.0,85,398,6922,104,1.0,18930,1156
Q190,3,93,85,1201,398,267,362,1215,338,50,39,7436,89,30,312,676,13232,28,80,2,177.0,93,243,541,64,48,1767,222,1519,0.0,149,234,4.0,21,98,287,404,0,268,657,17,Q190,303,568,22,150.0,117,388,6707,70,1.0,15063,267
Q196,3,100,84,1749,14,24,433,1324,332,51,37,7356,89,70,186,674,12844,28,1,74,217.0,100,317,478,61,106,1284,227,1031,0.0,7,233,4.0,90,126,329,337,0,30,833,87,Q196,303,588,28,4.0,96,382,6660,70,0.0,14744,879
Q206,3,122,177,1977,233,24,412,1334,341,57,40,9537,89,18,149,671,17433,28,1,231,251.0,122,594,628,66,110,3019,237,1444,0.0,213,235,4.0,357,142,322,403,0,612,1914,353,Q206,303,780,42,6.0,103,398,8450,67,1.0,19624,956
Q217,3,84,60,1367,393,33,403,1091,341,53,40,7997,89,73,461,519,13885,28,53,35,170.0,84,278,515,67,81,1930,228,1416,0.0,99,235,4.0,50,79,174,529,0,227,1018,47,Q217,303,425,89,274.0,150,394,7006,81,1.0,15758,459
Q220,4,100,112,2264,104,24,447,1551,342,60,40,10541,89,34,217,794,20399,28,137,298,310.0,100,431,604,68,140,4434,388,1509,0.0,13,235,4.0,43,161,497,694,0,684,3098,39,Q220,303,747,133,10.0,150,403,9156,68,1.0,22433,1267
Q284,1,78,281,1131,37,169,413,1360,339,49,40,7153,89,43,307,710,12280,28,2,6,237.0,78,340,575,65,235,1129,332,1428,0.0,46,234,4.0,8,235,702,448,1,42,93,6,Q284,303,595,191,5.0,89,387,6005,175,1.0,14207,164
Q303,3,68,234,1567,14,24,465,2061,332,50,37,8963,89,213,17,1051,16824,28,1,703,544.0,68,222,508,61,301,1456,216,2709,0.0,4,234,4.0,6,32,1481,135,0,27,1121,3,Q303,303,1112,29,4.0,98,382,7508,66,0.0,18628,666
Q310,2,67,247,806,986,227,463,1655,343,53,40,7251,89,43,527,917,14260,28,2,10,274.0,67,348,191,70,108,1586,339,2895,2.0,9,233,4.0,9,30,1323,257,1,62,491,7,Q310,303,435,45,13.0,138,395,6550,226,1.0,16203,222
Q440,2,87,162,781,449,103,390,840,337,48,38,6618,89,416,414,331,10981,28,12,6,118.0,87,272,181,66,118,1439,205,1215,2.0,70,233,62.0,67,38,78,128,0,129,581,65,Q440,303,591,66,6.0,91,386,5650,103,1.0,12839,207
Q470,2,101,174,722,782,172,463,1515,338,50,39,8558,89,410,424,774,14633,28,47,15,276.0,101,231,197,67,79,1716,171,2021,2.0,108,233,88.0,60,58,172,189,0,250,592,58,Q470,303,949,55,5.0,113,388,7520,93,1.0,16452,132
Q505,8,96,232,847,574,153,365,984,341,50,40,7056,89,420,476,444,12120,28,16,26,174.0,96,304,189,68,112,1772,286,1365,2.0,77,233,48.0,18,36,96,176,1,104,755,9,Q505,303,595,71,4.0,97,392,6021,107,1.0,14016,266
Q620,2,93,202,920,629,24,391,889,338,49,39,6867,89,15,420,339,11692,28,26,2,158.0,93,224,252,67,192,1189,166,1734,2.0,115,233,42.0,57,47,104,130,0,117,353,55,Q620,303,818,55,4.0,180,387,6213,103,1.0,13503,275
Q680,2,135,237,849,577,24,344,1208,338,44,39,5947,89,13,595,644,11171,28,1,1,219.0,135,275,324,65,47,1099,270,1933,2.0,186,234,149.0,5,150,393,108,0,5,88,2,Q680,303,794,12,1.0,168,382,5248,183,1.0,13028,132
Q687,1,116,230,849,739,24,328,352,336,44,39,8585,89,10,508,23,13277,28,0,0,0.0,116,169,288,64,210,950,157,2424,2.0,10,233,236.0,11,164,540,226,1,10,13,9,Q687,303,816,73,0.0,328,379,7635,185,1.0,15025,168
Q690,5,76,225,848,857,120,509,2658,339,49,39,6877,89,15,457,1277,14244,28,0,2,871.0,76,265,278,67,53,1588,258,2196,2.0,202,233,192.0,8,103,449,206,1,387,296,2,Q690,303,746,155,7.0,138,389,5935,118,1.0,16098,178
Q896,8,95,294,1069,418,38,350,1141,342,48,40,6729,89,37,19,554,11455,28,0,3,235.0,95,290,537,67,89,886,281,1536,2.0,3,235,10.0,9,116,622,154,1,359,59,1,Q896,303,347,12,3.0,146,390,6251,169,1.0,13335,140
Q015,2,94,195,2007,398,29,493,1788,342,56,40,9640,89,26,218,895,19147,29,12,418,400.0,94,371,728,66,82,3632,349,1986,0.0,10,235,4.0,22,589,537,285,1,828,1761,20,Q015,303,954,8,7.0,91,398,8721,86,1.0,21116,887
Q033,3,98,127,1988,325,27,614,1409,340,56,40,8235,89,14,156,573,14400,29,11,110,221.0,98,252,633,66,78,1625,225,1046,0.0,7,235,4.0,27,84,206,194,0,356,862,23,Q033,303,415,22,6.0,93,396,7726,80,1.0,16247,963
Q034,2,84,129,1764,5,27,403,1472,342,57,40,8656,89,57,280,822,15195,29,10,536,247.0,84,296,688,67,35,1709,291,1511,0.0,0,235,0.0,5,141,395,786,1,393,728,2,Q034,306,935,9,5.0,170,399,7111,122,1.0,17090,681
Q035,3,80,133,1768,295,28,395,1317,340,55,40,8532,89,13,142,683,14474,29,11,279,239.0,80,247,696,65,105,1370,233,1407,0.0,21,235,4.0,14,131,329,224,1,244,682,10,Q035,303,684,43,5.0,94,395,7730,112,1.0,16317,679
Q036,3,68,104,2144,375,27,359,1422,342,57,40,8255,89,27,304,765,16510,29,157,532,299.0,68,289,757,67,146,2850,283,1770,0.0,257,235,0.0,5,161,429,380,0,727,1369,3,Q036,303,773,12,7.0,186,399,6803,99,1.0,18397,995
Q037,3,84,79,2059,267,112,345,1454,342,56,40,8508,89,22,122,742,16289,29,130,478,367.0,84,255,738,66,85,2902,225,1281,0.0,7,235,4.0,30,135,361,391,1,496,1828,26,Q037,303,549,22,6.0,99,398,7396,104,1.0,18141,929
Q038,3,74,303,2595,712,56,711,1896,343,58,41,11092,89,85,93,821,20475,29,10,453,364.0,74,298,747,68,55,2470,292,2348,0.0,486,235,0.0,6,313,786,639,1,58,1638,2,Q038,306,644,24,6.0,201,401,9126,224,1.0,22375,1453
Q052,3,65,33,2651,316,329,384,1437,342,57,40,10306,89,522,430,808,18311,29,11,377,246.0,65,234,714,67,198,2415,226,1436,0.0,7,235,4.0,8,215,381,1213,0,275,1122,4,Q052,303,565,33,6.0,168,399,7861,91,1.0,20144,1544
Q059,3,84,22,1273,809,165,389,1372,339,52,39,8250,89,23,362,787,14885,29,98,203,196.0,84,298,450,66,94,1965,284,1941,0.0,194,234,4.0,14,110,271,483,0,238,970,10,Q059,303,621,16,142.0,98,390,7165,69,1.0,16773,430
Q095,3,92,134,1461,294,27,403,964,341,56,40,7850,89,32,93,424,12869,29,11,268,137.0,92,305,641,66,149,1091,254,1412,0.0,95,235,4.0,51,60,178,770,0,235,531,47,Q095,303,723,8,108.0,109,397,6436,88,1.0,14771,427
Q109,3,86,47,1162,714,128,390,1133,340,52,40,7327,89,17,274,577,13135,29,60,72,166.0,86,227,502,66,68,1699,216,1728,0.0,15,235,4.0,11,62,196,446,0,170,958,7,Q109,303,503,54,208.0,107,392,6579,72,1.0,14954,268
Q116,2,68,147,1374,345,177,362,1030,341,51,40,8351,89,422,191,499,13989,29,10,310,169.0,68,283,679,66,210,1725,269,1440,0.0,157,235,0.0,14,115,256,151,0,363,721,11,Q116,303,527,51,128.0,183,391,6983,67,1.0,15863,303
Q118,4,78,69,2066,191,27,439,1353,343,59,40,9278,89,30,188,686,16555,29,11,200,227.0,78,421,652,68,101,2554,287,1225,0.0,174,235,4.0,135,122,357,355,0,302,1834,131,Q118,303,574,8,7.0,95,402,8336,69,1.0,18578,1021
Q131,2,98,75,1591,282,27,455,1069,341,56,40,8883,89,83,190,455,14265,29,10,263,160.0,98,311,564,66,149,1459,291,1164,0.0,6,235,0.0,20,117,298,487,1,261,778,17,Q131,306,492,42,3.0,89,397,7662,190,1.0,16173,632
Q132,3,87,204,1699,385,119,458,1695,338,53,39,8412,89,18,180,928,15658,29,184,547,309.0,87,235,668,64,142,2379,220,1387,0.0,328,235,4.0,15,215,524,159,0,29,1449,11,Q132,303,346,40,6.0,126,392,7108,64,1.0,17484,639
Q134,3,205,111,2753,341,27,391,1790,342,58,40,9807,89,41,243,1094,19669,29,145,452,304.0,205,292,682,67,94,3515,287,1600,0.0,6,235,0.0,6,156,431,691,0,363,2469,3,Q134,303,710,49,10.0,108,400,8408,66,1.0,21562,1679
Q135,3,96,121,2042,446,65,438,1137,342,57,40,7867,89,19,120,511,15098,29,11,3,189.0,96,244,652,66,101,2592,227,1364,0.0,7,235,4.0,18,77,209,569,0,326,1872,14,Q135,303,388,74,217.0,104,398,7020,69,1.0,16940,997
Q136,3,88,74,1973,229,196,441,1445,340,56,40,7616,89,27,318,791,14758,29,10,381,214.0,88,506,779,66,83,2259,347,1376,0.0,6,235,0.0,159,137,301,333,0,460,1064,156,Q136,303,597,41,131.0,118,396,6676,69,1.0,16860,802
Q138,2,205,63,1676,357,27,395,1237,340,51,40,9304,89,13,150,623,15456,29,10,295,219.0,205,303,607,66,67,1697,277,1337,0.0,130,235,0.0,26,106,258,576,1,350,990,23,Q138,306,595,36,5.0,122,391,8007,180,1.0,17350,674
Q147,2,93,116,1428,366,27,339,1148,340,49,40,8555,89,22,138,625,13796,29,26,342,185.0,93,271,566,65,202,1137,266,1435,0.0,167,235,0.0,5,94,263,436,0,169,567,2,Q147,303,556,12,129.0,121,390,7306,69,1.0,15656,470
Q156,3,67,113,1725,182,68,374,1242,339,51,39,9036,89,25,285,633,15234,29,10,118,235.0,67,348,692,65,98,1912,317,1251,0.0,172,235,0.0,32,101,293,435,0,506,829,29,Q156,303,675,30,6.0,96,390,8085,74,1.0,17173,641
Q176,3,80,151,1816,222,27,439,1228,340,54,40,7623,89,14,158,619,13595,29,11,223,170.0,80,351,640,65,177,1175,231,1673,0.0,162,235,4.0,120,98,296,375,0,25,704,117,Q176,303,727,8,326.0,102,394,6556,103,1.0,15540,784
Q181,3,87,118,2665,367,32,399,1598,341,57,40,9236,89,47,24,881,17156,29,10,301,319.0,87,316,692,67,68,1860,292,1710,0.0,8,235,0.0,24,174,478,797,1,432,1069,21,Q181,306,750,23,7.0,109,399,7872,121,1.0,19070,1578
Q192,3,92,175,1259,707,34,410,1034,341,55,39,7962,89,465,541,457,14665,29,102,93,167.0,92,326,450,67,111,2403,321,1915,0.0,147,234,124.0,6,184,313,270,0,450,917,3,Q192,303,776,74,9.0,110,396,6619,58,1.0,16586,417
