,Additions_to_Salary__Projected_Expenses,After_School_and_Student_Activities,Ancillary_Support_Services_All_Funds,Assistant_Principals,Attendance__Outreach_Services,Building_Maintenance,Building_Services_All_Funds,Central_Administration_All_Funds,Central_Instructional_Support_All_Funds,Classroom_Instruction_All_Funds,Computer_System_Support_School_Level,Contracted_Instructional_Services,Counseling_Services,Custodial_Services,Direct_Services_to_Schools,District,Drug_Prevention_Programs,Education_Paraprofessionals,Energy,Field_Support_All_Funds,Field_Support_Costs,Food_Services,Instructional_Offices,Instructional_Supplies_and_Equipment,Instructional_Support_Srcs_All_Funds,Instructional_Support_and_Administration_All_Funds,LeadershipSupervisionSupport_All_Funds,Leases,Librarians_and_Library_Books,Operational_Offices,Other_Classroom_Staff,Other_Field_Support_Costs_All_Funds,Parent_Involvement_Activities,Principals,Professional_Development,Projected_Expenses,Referral_and_Evaluation_Services_All_Funds,Related_Services,Sabbaticals_Leaves_Termination_Pay,School,School_Safety,Secretaries_School_Aides__Other_Support_Staff,Summer_and_Evening_School,Supervisors,Supplies_Materials_Equipment_Telephones,SystemWide_Costs,Teachers,Text_Books,Title_1,Total,Transportation
Q042,110,152,2079,116,53,247,1382,389,87,11582,65,519,255,778,18666,27,107,471,357,110,297,695,89,261,2445,282,1068,0.0,360,266,3,15,120,335,605,0,307,1451,15,Q042,308,349,42,180,87,476,9265,57,1.0,20584,1011
Q043,113,90,1769,557,160,355,1343,385,81,9240,65,510,282,728,16600,27,68,396,260,113,272,773,87,129,2871,255,1264,0.0,106,265,3,18,71,169,466,0,691,1508,18,Q043,308,253,79,195,90,467,7471,79,1.0,18483,623
Q045,101,98,2112,746,544,213,1259,385,83,9246,65,51,322,883,17957,27,0,313,162,101,341,672,86,52,3195,277,2044,0.0,17,265,3,64,166,460,549,0,554,1511,64,Q045,308,751,112,5,82,468,8013,136,1.0,19911,1068
Q047,123,87,1642,674,22,308,1123,373,65,8928,65,52,541,545,19305,27,389,406,269,123,299,535,78,229,5149,279,2340,0.0,16,261,3,20,195,859,163,0,721,3195,19,Q047,308,719,31,8,80,437,7884,144,0.0,21186,735
Q051,101,110,1420,22,22,322,1121,381,78,9575,65,74,22,515,16321,27,0,393,284,101,307,527,83,96,2624,278,1480,0.0,16,264,3,29,279,722,908,0,15,2176,29,Q051,308,644,14,3,88,458,7987,86,1.0,18231,521
Q053,128,130,1740,1103,349,502,1972,390,91,10050,65,765,528,954,19314,27,0,380,516,128,359,638,91,138,2875,240,2550,0.0,18,266,3,119,159,391,317,0,368,1340,119,Q053,308,653,99,268,136,481,8251,80,1.0,21299,729
Q056,111,92,1750,440,22,329,1108,383,84,8233,65,46,157,628,16022,27,0,5,151,111,340,778,85,97,2956,296,1863,0.0,17,264,3,44,187,509,183,0,831,1667,44,Q056,308,816,20,6,91,467,7737,126,1.0,17973,600
Q060,79,75,1938,407,26,238,845,383,82,7762,65,44,100,482,13299,27,0,99,126,79,300,579,85,39,1503,278,1173,0.0,17,264,3,22,67,174,222,0,270,963,22,Q060,308,486,46,5,101,465,7105,186,1.0,15208,987
Q062,88,49,1371,527,143,240,951,382,78,7084,65,41,156,527,12066,27,0,46,185,88,323,618,84,82,1126,294,1445,0.0,142,265,3,30,100,219,231,0,143,536,29,Q062,308,587,16,12,100,460,6466,56,1.0,13995,381
Q063,104,56,2076,393,48,270,853,383,83,7940,65,46,242,433,14053,27,0,50,150,104,362,567,85,206,2056,268,1023,0.0,109,264,3,94,64,167,274,0,298,1349,94,Q063,308,388,65,6,69,467,7132,55,1.0,16027,1137
Q064,89,78,1329,255,161,346,1142,382,79,7685,65,40,226,560,12982,27,0,58,236,89,291,644,84,27,1642,273,1094,0.0,213,264,3,18,128,320,570,0,287,763,18,Q064,308,442,14,3,74,461,6682,78,1.0,14878,313
Q065,111,77,2194,348,83,369,3949,385,86,9290,65,51,20,686,19713,27,0,126,263,111,489,729,86,105,2746,272,1424,2631.0,17,265,3,217,167,404,462,0,668,1730,217,Q065,308,594,9,9,68,471,8427,90,1.0,21818,1093
Q066,109,418,1482,338,110,207,665,384,84,8764,65,56,213,336,14704,27,0,202,123,109,383,651,85,361,2191,285,1492,0.0,247,265,3,98,173,423,360,0,26,1251,98,Q066,308,625,14,7,98,468,7467,54,1.0,16699,458
Q090,118,113,2226,403,62,426,1126,383,84,8938,65,47,167,537,15598,27,0,236,162,118,318,541,85,120,2039,286,1151,0.0,17,264,3,32,82,246,291,0,363,1252,32,Q090,308,424,22,8,70,467,8147,55,1.0,17527,1313
Q096,88,192,1460,504,22,399,1152,382,78,9257,65,60,379,610,15823,27,0,461,143,88,279,565,84,188,1965,259,1901,0.0,17,264,3,19,213,632,153,0,18,1141,19,Q096,308,574,14,4,186,460,8171,190,1.0,17706,522
Q097,95,60,1742,248,82,295,1091,386,85,9176,65,51,329,630,15001,27,0,140,167,95,299,618,86,45,1819,280,1078,0.0,17,265,3,18,113,293,567,0,109,1126,18,Q097,308,453,14,6,77,471,8268,71,1.0,16915,751
Q100,110,79,1899,373,22,204,855,387,88,9028,65,501,124,411,15170,27,0,3,240,110,287,623,88,91,2102,268,1176,0.0,145,266,3,19,83,218,445,0,355,1438,19,Q100,308,506,11,6,72,475,7773,56,1.0,17076,904
Q104,122,67,2457,546,88,454,1489,387,87,9976,65,506,206,750,19037,27,0,505,285,122,320,762,87,91,3456,289,1537,0.0,17,266,3,30,127,339,136,0,615,2351,30,Q104,308,563,35,7,82,474,8612,72,1.0,20975,1322
Q105,115,58,1644,434,167,345,1074,386,82,10619,65,516,187,520,16897,27,0,473,210,115,293,736,87,28,1966,274,1479,0.0,390,266,3,19,101,259,498,0,329,1123,19,Q105,308,431,119,279,76,468,8536,56,1.0,18802,535
Q106,102,70,2235,523,536,512,1677,392,95,10407,65,65,808,875,20148,27,0,380,289,102,320,619,91,89,4047,296,1680,0.0,18,267,3,25,245,645,1019,0,305,2083,24,Q106,308,411,40,8,95,487,8696,98,1.0,22100,1243
Q108,101,140,1612,421,24,301,950,382,79,7201,65,41,127,442,12266,27,0,79,207,101,424,523,84,101,1249,298,1154,0.0,17,264,3,126,72,158,294,0,158,728,125,Q108,308,441,19,5,129,461,6501,145,1.0,14295,716
Q114,114,49,1937,231,22,312,1099,372,63,9056,65,48,231,606,15754,27,0,13,181,114,373,321,77,70,2514,276,1035,0.0,201,261,3,97,110,276,340,0,317,1786,97,Q114,308,413,10,8,108,435,8310,61,0.0,17706,1243
Q123,116,56,2676,504,165,247,1056,386,86,9389,65,513,438,645,17408,27,0,410,165,116,311,790,87,172,2755,268,1416,0.0,17,265,3,43,128,316,366,0,462,1506,43,Q123,308,486,33,7,103,472,7782,93,1.0,19335,1513
Q124,92,206,1565,275,65,256,951,382,76,7543,65,55,214,429,12427,27,0,103,266,92,269,595,85,153,1183,243,1094,0.0,17,264,3,26,79,184,354,0,167,451,26,Q124,308,549,39,4,83,458,6732,86,1.0,14299,597
Q137,96,130,1612,447,45,243,829,383,77,7459,65,494,258,354,12329,27,0,39,232,96,292,505,85,133,1127,266,1206,0.0,71,264,3,26,51,114,317,0,112,530,26,Q137,308,320,61,234,91,460,6279,61,1.0,14226,735
Q146,123,112,1889,495,78,326,1164,373,67,9342,65,50,353,535,16854,27,0,267,303,123,317,409,79,131,2937,282,1398,0.0,202,261,3,35,87,284,252,0,327,1980,35,Q146,308,520,41,11,88,440,8343,53,0.0,18757,1107
Q155,100,75,1392,651,101,277,1311,386,84,9432,65,73,246,760,15518,27,0,350,275,100,308,610,87,109,1718,257,1564,0.0,258,266,3,50,140,387,176,0,314,843,50,Q155,308,439,39,3,84,470,8367,57,1.0,17439,410
Q183,120,68,1971,558,121,383,1400,387,85,8807,65,503,500,725,16568,27,108,429,292,120,364,654,88,67,2449,280,1821,0.0,180,265,3,84,136,335,381,0,315,1200,84,Q183,308,493,12,333,101,472,7165,67,1.0,18549,945
Q197,147,159,2538,560,22,426,1498,391,93,11009,65,525,276,792,20503,27,0,555,280,147,334,955,90,132,3696,295,1615,0.0,17,267,3,38,109,343,344,0,701,2429,38,Q197,308,588,43,32,92,484,9336,54,1.0,22466,1210
Q202,101,87,1238,467,60,250,779,383,78,7486,65,497,268,361,13009,27,0,107,168,101,324,498,85,57,1638,271,1767,0.0,17,264,3,53,77,190,503,0,335,812,53,Q202,308,315,43,671,125,462,6186,72,1.0,14940,368
Q207,123,43,1389,250,22,316,964,373,65,8748,65,73,426,495,18684,27,0,281,153,123,315,409,78,76,6167,278,1293,0.0,174,262,3,38,103,296,376,0,470,5103,37,Q207,308,627,50,8,112,438,7606,109,0.0,20582,607
Q210,104,101,1355,438,49,189,724,385,81,7752,65,499,347,371,13022,27,41,121,164,104,314,493,86,76,1878,273,1209,0.0,73,265,3,41,52,113,259,0,198,1089,41,Q210,308,347,42,230,81,466,6622,56,1.0,14947,490
Q215,100,127,1916,489,64,194,977,387,89,9004,65,502,217,579,16108,27,0,550,204,100,313,723,88,90,2743,295,1368,0.0,17,265,3,18,113,333,543,0,272,1950,18,Q215,308,451,21,8,87,476,7222,56,1.0,18041,821
Q223,124,199,2229,478,68,648,1879,384,81,9312,65,58,244,826,17216,27,0,453,406,124,506,905,85,438,2320,259,1351,0.0,17,265,3,247,103,300,335,0,426,1280,247,Q223,308,490,19,4,78,465,7933,55,1.0,19331,952
Q226,108,93,1422,530,22,456,1446,386,83,9283,65,511,449,755,15292,27,75,123,235,108,348,581,87,87,1861,277,1170,0.0,106,265,3,71,69,153,242,0,159,996,71,Q226,308,379,98,8,100,468,7937,176,1.0,17252,468
Q232,111,85,1555,329,22,246,726,371,61,8098,65,62,222,347,13447,27,0,189,133,111,371,451,77,142,1939,269,1019,0.0,130,261,3,103,55,204,494,0,305,1250,103,Q232,308,395,27,6,85,432,6995,55,0.0,15395,731
Q253,131,146,1707,731,255,276,1690,389,91,10281,65,564,155,873,17977,27,0,602,541,131,307,844,89,84,2374,288,1793,0.0,17,267,3,19,172,446,680,0,485,1161,19,Q253,308,539,69,7,70,480,8189,71,1.0,19909,491
Q254,133,135,1952,539,105,208,1323,385,84,8429,65,65,399,682,16360,27,0,174,433,133,285,653,86,87,3030,267,1493,0.0,177,265,3,18,133,317,521,0,25,2232,17,Q254,308,517,51,6,114,469,7078,273,1.0,18258,926
Q260,97,159,886,749,23,333,1276,381,74,6480,65,52,467,745,12625,27,0,4,193,97,267,235,85,28,1642,246,2245,6.0,11,263,3,21,159,547,86,0,532,302,21,Q260,308,584,105,259,106,455,6127,64,1.0,14491,278
Q262,95,254,1448,576,179,636,1921,382,74,6278,65,192,565,984,15061,27,0,6,295,95,276,410,85,84,3592,242,1727,6.0,16,264,3,35,226,383,733,0,276,2092,34,Q262,308,437,35,163,168,456,5053,156,1.0,16938,665
Q273,96,149,2465,22,24,156,2003,379,75,12025,65,112,21,911,21269,27,0,1537,935,96,317,818,82,98,2003,300,2677,0.0,11,264,3,17,44,1524,156,0,19,1745,16,Q273,308,1051,16,4,76,455,10022,68,1.0,23184,1274
Q282,95,213,1188,656,22,331,1266,382,74,6989,65,43,493,742,13006,27,0,1,192,95,281,766,84,544,1072,260,2397,0.0,11,265,3,21,274,764,173,0,15,55,21,Q282,308,501,28,376,100,456,6115,71,1.0,14887,49
Q302,103,300,785,498,488,332,1276,387,81,8895,65,56,302,745,14729,27,217,202,193,103,296,293,88,321,1943,272,1728,6.0,284,265,3,23,229,653,215,0,27,380,23,Q302,308,466,22,8,104,468,7649,143,1.0,16637,119
Q306,114,83,2818,22,22,444,1370,384,83,8882,65,142,112,468,16275,27,0,675,459,114,300,655,85,293,1672,282,1419,0.0,16,265,3,17,210,631,343,0,25,1219,17,Q306,308,687,5,7,71,467,7349,55,1.0,18186,1790
Q308,101,310,970,501,23,251,790,384,78,6525,65,40,549,364,11061,27,0,3,169,101,254,311,87,136,1369,236,1307,6.0,16,264,3,18,129,368,213,0,28,329,17,Q308,308,306,22,8,125,462,5963,130,1.0,12922,286
Q309,113,380,1119,490,23,332,1276,382,75,7420,65,53,205,745,12653,27,0,3,193,113,302,353,85,189,1127,279,1599,6.0,59,263,3,23,140,440,186,0,26,354,23,Q309,308,560,66,6,103,457,6656,203,1.0,14557,393
Q317,106,160,1731,384,30,288,1295,384,84,8575,65,88,617,740,16138,27,0,566,267,106,260,715,86,199,2676,240,1754,0.0,15,265,3,20,182,478,249,0,864,824,20,Q317,308,791,140,12,89,468,7213,103,1.0,18010,643
Q318,106,140,1615,206,22,288,1295,387,85,8145,65,51,225,740,14405,27,0,258,267,106,330,594,88,172,864,235,2380,0.0,15,265,3,95,45,1013,274,0,35,396,95,Q318,308,776,5,277,107,472,7314,54,1.0,16352,648
Q319,119,341,1818,582,197,502,1972,388,88,7884,65,66,507,954,15630,27,0,542,516,119,302,639,89,578,1993,285,1844,0.0,15,265,3,17,96,741,136,0,40,812,17,Q319,308,437,66,10,73,476,6375,104,1.0,17552,807
Q323,86,194,1075,453,89,580,889,370,54,5648,70,37,207,140,9471,27,0,1,164,86,265,294,76,147,735,245,1038,6.0,119,260,3,20,122,222,428,0,7,116,20,Q323,308,182,23,103,78,424,4822,68,0.0,11304,404
Q324,104,632,1064,167,24,636,1921,384,78,8302,65,197,299,984,16406,27,0,14,295,104,316,417,87,1302,2028,299,2988,6.0,14,264,3,18,220,1160,535,0,32,820,18,Q324,308,1284,49,13,364,462,6092,95,1.0,18329,274
Q333,137,179,1911,299,133,351,1348,384,76,8684,65,110,314,672,14838,27,0,657,325,137,366,857,85,165,1481,242,1275,0.0,213,265,3,124,109,363,223,0,25,721,124,Q333,308,512,62,4,98,460,7156,96,1.0,16808,682
Q351,129,1822,1129,22,978,636,1921,388,84,13348,65,243,907,984,23144,27,0,3,295,129,374,431,89,1613,3998,344,2620,6.0,11,265,3,31,67,1781,1316,0,38,186,30,Q351,308,733,77,10,74,471,9992,90,1.0,25134,325
Q400,112,663,789,905,250,491,2143,386,81,8092,65,540,766,1179,16396,27,0,5,467,112,330,249,88,109,2617,251,2642,6.0,142,264,3,79,84,291,1051,0,175,679,79,Q400,308,1028,127,240,178,467,6030,85,1.0,18338,167
Q410,118,288,1052,1079,549,637,1922,391,90,8744,65,526,640,984,18039,27,0,24,295,118,433,402,92,402,3845,394,2359,6.0,223,265,160,38,145,361,544,1,544,1679,38,Q410,308,788,503,10,121,480,6283,79,1.0,20097,277
Q475,100,193,733,654,152,249,994,385,80,8374,65,511,653,426,13713,27,27,5,224,100,397,198,87,197,1782,188,1731,95.0,119,264,3,209,51,95,429,0,97,608,209,Q475,308,823,323,7,153,464,6601,186,1.0,15719,162
Q480,96,392,695,542,156,250,1127,385,79,7570,65,755,497,457,12974,27,0,21,128,96,382,150,87,158,1695,246,1790,291.0,70,264,99,135,59,56,226,0,129,462,135,Q480,308,572,124,491,128,464,6045,73,1.0,14964,173
Q650,96,338,898,564,201,244,1373,371,57,7191,140,44,329,617,12254,27,0,2,506,96,432,321,77,183,1239,360,1457,6.0,138,261,3,72,91,241,148,0,14,265,72,Q650,308,525,53,3,124,429,6530,90,0.0,14259,129
Q008,117,100,2016,799,21,366,1305,386,85,9556,65,546,513,677,17312,28,112,255,262,117,275,693,88,137,2259,254,2060,0.0,17,265,3,21,100,306,796,0,403,1010,21,Q008,308,658,93,178,118,471,7656,52,1.0,19202,951
Q030,152,48,2831,572,22,461,1545,400,107,13967,65,541,579,761,26175,28,0,1248,323,152,384,696,97,334,5481,343,2199,0.0,23,269,3,41,183,705,814,0,1235,3413,41,Q030,308,824,64,11,88,507,10684,255,1.0,28211,1762
Q040,108,231,1586,597,211,349,1567,386,84,9759,65,92,308,858,17215,28,0,593,361,108,268,754,87,116,2411,245,1783,0.0,17,266,3,23,163,369,698,0,531,967,23,Q040,308,621,106,4,192,471,8088,45,1.0,19098,459
Q048,100,212,1833,517,34,156,771,384,82,8756,65,73,258,47,15579,28,0,852,568,100,339,804,85,56,2301,287,1818,0.0,17,265,3,52,201,506,544,0,461,1136,51,Q048,308,529,81,7,259,466,7078,53,1.0,17529,656
Q050,105,172,1850,689,21,274,1027,388,89,9030,65,529,122,554,15377,28,0,291,199,105,295,882,89,72,1744,271,1621,0.0,166,266,3,24,171,255,632,0,445,813,24,Q050,308,584,8,7,86,478,7236,93,1.0,17295,596
Q054,106,134,1914,352,21,437,1273,385,85,10122,65,503,120,658,17023,28,0,424,177,106,375,679,86,69,2075,312,1532,0.0,17,265,3,63,142,370,410,0,536,1123,63,Q054,308,723,19,6,81,470,8575,102,1.0,19012,863
Q055,114,64,1957,283,21,334,1138,386,86,9245,65,58,240,503,16519,28,1,234,301,114,366,534,87,121,2528,312,1536,0.0,18,265,3,54,146,338,418,0,322,1735,54,Q055,308,825,30,7,83,471,8307,56,1.0,18501,1051
Q072,103,77,1562,611,137,231,1377,384,80,9257,65,525,349,821,15698,28,0,122,325,103,382,608,86,92,1654,344,1745,0.0,16,264,3,38,90,255,358,0,202,799,38,Q072,308,309,107,401,168,463,7975,58,1.0,17688,581
Q080,179,145,3142,582,178,285,1316,387,89,10326,65,531,289,744,23020,28,139,179,287,179,333,523,88,69,6415,287,1642,0.0,17,265,3,46,122,355,102,0,649,4893,46,Q080,308,609,62,12,84,476,9291,70,1.0,24973,2246
Q082,100,158,2630,273,245,323,1837,386,87,9321,65,534,236,728,17687,28,0,450,246,100,549,734,87,111,2504,311,1294,540.0,232,266,3,238,116,315,648,0,349,1400,238,Q082,308,622,11,5,79,474,7114,218,1.0,19854,1524
Q086,102,69,1665,386,93,281,833,388,90,9384,65,511,148,439,15094,28,0,257,113,102,312,633,88,288,1842,275,1268,0.0,18,266,3,37,92,241,319,0,440,1000,37,Q086,308,551,33,6,84,478,7903,52,1.0,17029,659
Q099,114,226,1944,419,21,391,2701,381,80,8014,65,88,230,721,17208,28,0,8,421,114,345,564,84,172,2913,311,1523,1168.0,17,264,3,33,110,257,305,0,443,1884,33,Q099,308,758,16,6,83,462,7347,56,1.0,19159,1007
Q101,107,160,1238,517,21,197,1091,370,63,7654,65,57,83,700,13530,28,0,99,194,107,286,354,76,29,2009,264,1431,0.0,17,261,3,21,190,297,85,0,270,1285,21,Q101,308,528,16,6,82,434,7279,70,0.0,15393,512
Q117,99,82,1790,433,57,250,842,384,82,8209,65,54,211,447,13614,28,0,241,146,99,295,696,85,153,1527,271,1148,0.0,121,265,3,25,54,178,206,0,310,814,24,Q117,308,451,120,5,82,466,7220,90,1.0,15520,721
Q121,98,38,1253,353,21,237,995,388,87,8042,65,49,334,525,13149,28,0,134,234,98,355,498,88,135,1534,304,1228,0.0,18,266,3,51,106,209,266,0,228,807,51,Q121,308,571,21,5,89,475,7306,111,1.0,15124,382
Q139,102,74,1969,204,21,221,927,371,66,7360,65,92,169,559,13822,28,0,64,147,102,324,602,77,50,2421,271,1042,0.0,18,261,3,53,85,244,115,0,391,1681,53,Q139,308,490,18,21,82,437,6938,63,0.0,15728,994
Q140,118,60,1925,657,122,485,1496,387,88,8853,65,498,259,741,16720,28,0,630,269,118,392,760,88,35,2694,255,1634,0.0,11,266,3,137,116,323,176,0,613,1524,136,Q140,308,508,94,6,141,475,7319,86,1.0,18731,793
Q144,118,170,2173,251,21,360,1266,372,67,9259,65,50,251,713,17228,28,0,288,192,118,569,412,77,98,3218,272,1193,0.0,195,261,3,297,116,290,139,0,506,2154,297,Q144,308,554,18,9,90,439,8405,63,0.0,19379,1389
Q157,109,97,1788,524,21,202,975,372,66,7804,65,46,252,513,14182,28,51,148,260,109,402,407,78,110,2009,249,1498,0.0,101,261,3,153,104,194,242,0,175,1309,152,Q157,308,479,104,201,100,438,6957,92,0.0,16167,1008
Q160,99,46,2148,463,91,282,1276,388,90,9394,65,550,38,749,16511,28,0,427,245,99,294,687,89,59,2048,276,1546,0.0,17,266,3,17,106,308,496,0,396,1371,17,Q160,308,650,37,46,80,478,7713,91,1.0,18427,1088
Q161,101,111,1500,237,21,218,1164,386,85,8951,65,78,357,636,15011,28,0,155,311,101,321,568,87,76,2190,268,1105,0.0,17,266,3,54,117,270,1022,0,28,1556,53,Q161,308,510,19,7,82,472,7524,57,1.0,16949,559
Q167,113,298,1274,554,22,181,1285,373,65,7983,65,61,18,59,14673,28,0,3,1044,113,379,354,78,203,2190,362,1828,0.0,15,261,3,17,196,610,280,0,555,1101,17,Q167,308,532,7,8,124,438,7288,122,0.0,16635,548
Q174,103,182,2060,130,21,229,1159,371,64,8565,65,49,122,682,15522,28,0,158,248,103,428,478,76,83,2341,266,1294,0.0,216,261,3,162,136,329,120,0,225,1655,162,Q174,308,753,18,6,78,435,7867,51,0.0,17530,1210
Q175,110,191,1221,264,21,455,1343,378,76,7008,65,51,172,635,12857,28,0,159,252,110,334,521,82,142,1970,269,1204,0.0,229,263,3,65,133,312,241,0,514,940,65,Q175,308,533,21,7,87,454,6107,56,1.0,14790,327
Q182,108,138,2464,305,76,277,2602,389,92,8463,65,53,452,393,17872,28,0,214,131,108,352,618,89,78,3042,274,1193,1802.0,153,266,3,78,122,240,460,0,533,1719,77,Q182,308,571,15,7,70,481,7361,125,1.0,19849,1473
Q190,105,39,1273,504,21,192,875,372,64,7241,65,48,333,524,12664,28,84,3,158,105,305,426,77,47,1713,245,1457,0.0,71,261,3,60,82,243,124,0,256,899,60,Q190,308,503,20,106,101,435,6865,61,0.0,14549,475
Q196,100,81,2000,261,21,272,1423,370,64,6902,65,92,23,794,13016,28,0,99,357,100,315,461,76,128,1335,265,1256,0.0,17,261,3,50,132,308,77,0,21,1057,50,Q196,308,600,23,7,79,434,6407,56,0.0,14909,1167
Q206,108,115,1765,269,22,358,1407,383,82,8818,65,53,195,718,16205,28,0,179,332,108,339,602,85,111,2805,305,1303,0.0,238,265,3,35,154,347,322,0,599,1721,35,Q206,308,612,20,4,71,466,7837,54,1.0,18155,790
Q217,101,82,1204,303,23,261,824,382,77,8102,65,498,339,405,13037,28,96,72,159,101,304,486,84,375,1626,245,1180,0.0,87,264,3,59,79,130,456,0,200,806,59,Q217,308,419,105,219,108,459,6458,49,1.0,14945,345
Q220,138,161,2061,310,21,279,1164,383,84,9452,65,110,201,589,17908,28,1,457,296,138,345,580,85,270,3566,318,1527,0.0,17,264,3,27,127,342,604,0,568,2488,27,Q220,308,751,111,30,95,466,7816,65,1.0,19864,1108
Q284,167,506,977,335,120,367,1315,382,73,6840,65,50,287,680,12102,28,0,2,263,167,290,269,85,332,1203,271,1600,6.0,16,264,3,18,150,487,338,0,21,118,18,Q284,308,678,10,4,95,455,5941,148,1.0,13991,336
Q303,110,153,1650,22,21,337,1402,371,64,9406,65,111,18,757,15566,28,0,519,308,110,310,475,76,359,1181,291,1817,0.0,15,261,3,19,19,938,118,0,22,948,19,Q303,308,749,24,5,104,435,8049,208,0.0,17456,803
Q310,107,321,1014,355,110,537,1902,381,72,7642,71,79,404,1037,13226,28,0,6,323,107,294,334,84,232,1204,276,1356,6.0,15,263,3,19,144,422,352,0,25,201,19,Q310,308,286,11,91,202,454,6777,167,1.0,15118,301
Q325,100,223,855,790,707,609,1974,383,75,8915,65,175,718,1037,16429,28,0,3,323,100,356,269,85,450,1915,331,2670,6.0,14,264,3,24,24,1058,611,0,23,220,24,Q325,308,590,55,5,227,458,7418,187,1.0,18387,213
Q328,96,1072,805,24,21,537,1902,385,77,10482,65,184,873,1037,17405,28,0,6,323,96,291,296,86,869,2137,274,1983,6.0,14,265,3,17,18,1196,563,0,27,126,17,Q328,308,545,133,6,212,462,8320,392,1.0,19303,137
Q338,129,305,601,611,588,268,1041,383,75,6361,65,152,621,624,13076,28,0,64,143,129,423,89,86,137,1857,284,3087,6.0,17,263,3,139,238,867,529,1,54,52,138,Q338,308,1385,216,3,220,458,5151,90,1.0,15101,140
Q350,103,327,912,694,30,537,1902,383,74,9292,65,160,742,1037,16400,28,0,2,323,103,275,400,86,1068,1461,258,2730,6.0,17,264,3,17,285,781,171,0,18,60,16,Q350,308,1183,16,3,69,457,7248,607,1.0,18276,139
Q354,96,192,2813,22,29,461,1545,383,81,9716,65,70,23,761,16216,28,0,476,323,96,326,643,85,294,773,308,1272,0.0,17,265,3,17,148,620,1311,0,28,354,17,Q354,308,547,3,6,77,464,7273,270,1.0,18150,1797
Q440,96,141,824,495,83,249,778,372,61,6510,88,41,479,382,10858,28,19,6,142,96,235,202,78,46,1509,187,1141,6.0,48,260,61,48,67,68,86,0,119,602,48,Q440,308,488,80,6,83,433,6051,91,0.0,12671,226
Q470,134,331,731,1096,355,633,1998,374,66,9430,65,47,605,1037,18038,28,149,14,323,134,631,229,79,238,3029,394,2717,6.0,260,261,3,238,118,391,172,1,331,1138,237,Q470,308,1132,341,6,92,440,8276,79,0.0,20254,130
Q505,97,260,849,645,133,274,997,383,76,7628,65,496,463,504,12765,28,16,11,213,97,330,223,86,171,1783,269,1411,6.0,91,264,3,61,43,86,299,0,111,758,61,Q505,308,588,102,5,88,459,6365,91,1.0,14698,253
Q620,96,197,948,688,76,337,979,372,60,7615,79,45,499,426,12604,28,37,5,211,96,267,295,78,240,1425,185,1541,6.0,137,260,3,82,55,108,84,0,119,441,81,Q620,308,647,73,5,93,432,6944,84,0.0,14447,266
Q680,92,139,1130,453,20,157,1320,370,55,6209,154,39,477,550,11017,28,0,11,607,92,225,334,76,10,852,208,1413,6.0,170,260,132,17,112,314,183,0,13,92,16,Q680,308,449,3,13,184,424,5458,203,0.0,12810,335
Q686,107,239,939,754,175,182,1295,373,63,6682,65,48,793,62,12626,28,0,4,1045,107,474,276,79,111,2095,379,1508,6.0,168,261,3,94,171,322,118,0,31,685,94,Q686,308,328,23,10,94,437,6121,86,0.0,14681,290
Q687,83,171,715,841,21,1169,1230,370,54,8099,65,48,340,50,13109,28,0,1,6,83,240,178,76,74,753,168,2229,6.0,12,261,234,71,204,535,99,0,7,10,71,Q687,308,762,17,1,90,424,7515,98,0.0,14917,164
Q690,107,272,830,970,128,433,2722,373,64,6717,65,43,536,1395,14729,28,0,3,887,107,302,202,79,106,2102,251,2252,6.0,233,260,223,51,135,457,134,0,431,601,50,Q690,308,725,88,7,93,437,5832,55,0.0,16613,256
Q896,84,235,1207,328,38,560,1736,372,59,6836,65,56,242,872,12161,28,0,1,298,84,283,613,78,49,1132,266,1166,6.0,220,261,3,17,160,448,174,0,285,172,17,Q896,308,263,11,17,111,432,6239,82,0.0,14020,221
Q015,103,300,1831,22,25,371,1673,382,78,8187,65,79,275,928,16556,29,10,550,374,103,979,707,84,126,3165,281,1595,0.0,11,264,3,698,256,590,545,0,923,1377,698,Q015,308,896,39,4,82,460,6773,61,1.0,19140,752
Q033,101,63,2202,351,33,331,1161,371,66,7766,65,43,173,597,13855,29,10,80,233,101,316,569,76,42,1605,264,1020,0.0,17,261,3,52,53,198,154,0,307,967,52,Q033,308,393,14,5,72,436,7231,181,0.0,15752,1261
Q034,102,154,1977,315,30,390,1416,384,83,8836,65,45,295,803,15717,29,10,691,222,102,504,698,86,97,1823,279,1564,0.0,17,265,3,225,29,398,429,0,431,873,225,Q034,308,760,29,7,84,467,7388,138,1.0,17833,906
Q035,93,77,1594,249,200,282,1074,381,79,8023,65,48,142,615,13594,29,10,160,177,93,331,659,84,94,1516,299,1295,0.0,17,264,3,31,118,300,382,0,225,745,31,Q035,308,669,26,4,72,460,7184,110,1.0,15529,562
Q036,111,176,2317,399,24,252,1310,383,83,7888,65,49,68,754,16255,29,11,368,304,111,535,658,85,57,2810,289,1819,0.0,38,264,3,246,172,456,428,0,758,1600,246,Q036,308,834,36,8,122,466,6839,70,1.0,18401,1287
Q037,116,121,2036,319,363,483,1800,382,79,9733,65,504,55,903,18082,29,152,600,413,116,302,722,84,99,3091,261,1306,0.0,166,264,3,41,139,352,202,0,516,1744,40,Q037,308,558,165,5,72,461,7933,60,1.0,19988,941
