,Additions_to_Regular_Salary,Additions_to_Salary__Projected_Expenses,After_School_and_Student_Activities,Ancillary_Support_Services_All_Funds,Assistant_Principals,Attendance__Outreach_Services,Building_Maintenance,Building_Services_All_Funds,Central_Administration_All_Funds,Central_Instructional_Support_All_Funds,Central_Leadership,Classroom_Instruction_All_Funds,Computer_System_Support_School_Level,Contracted_Instructional_Services,Counseling_Services,Custodial_Services,Debt_Service,Direct_Services_to_Schools,District,Drug_Prevention_Programs,Education_Paraprofessionals,Energy,Field_Support_All_Funds,Field_Support_Costs,Food_Services,Instructional_Offices,Instructional_Supplies_and_Equipment,Instructional_Support_Srcs_All_Funds,Instructional_Support_and_Administration_All_Funds,LeadershipSupervisionSupport_All_Funds,Leases,Librarians_and_Library_Books,Operational_Offices,Other_Classroom_Staff,Other_Field_Support_Costs_All_Funds,Other_SystemWide_Obligations_All_Funds,Parent_Involvement_Activities,Principals,Professional_Development,Projected_Expenses,Referral_and_Evaluation_Services_All_Funds,Related_Services,Retiree_Health_and_Welfare,Sabbaticals_Leaves_Termination_Pay,School,School_Safety,Secretaries_School_Aides__Other_Support_Staff,Special_Commissioner_for_Investigation,Summer_and_Evening_School,Supervisors,Supplies_Materials_Equipment_Telephones,SystemWide_Costs,SystemWide_Obligations,Teachers,Text_Books,Title_1,Total,Transportation
M316,2,88,735,850,916,841,178,14619,372,79,34,6777,83,119,499,528,899,26971,02,3,3,3,88,379,245,74,94,2493,368,2144,13911,26,264,3,11,1339,216,609,310,1,55,145,432,8,M316,307,468,8,237,10,140,451,1339,5761,225,Yes,29139,216
M347,2,627,766,10753,41,246,798,2676,378,95,34,34870,83,1053,1672,1333,899,61228,02,3,2854,546,627,476,997,80,1007,8069,401,4232,,755,264,3,76,1339,408,1514,1736,1,342,4631,432,72,M347,307,1075,8,161,1488,115,473,1339,27002,300,Yes,63515,9367
M374,2,74,206,907,417,182,294,1067,367,71,34,8089,83,88,481,556,899,13200,02,3,3,215,74,187,259,71,229,1314,178,1749,1,11,263,3,9,1339,166,514,462,1,41,235,432,6,M374,307,583,8,85,6,228,439,1339,7105,104,Yes,15164,259
M376,2,139,220,623,751,210,537,1353,365,67,34,6465,83,75,327,584,899,12385,02,3,2,231,139,276,21,69,177,1089,266,2715,1,16,262,3,10,1339,231,1009,226,1,36,63,432,6,M376,307,753,8,45,5,198,431,1339,5821,100,Yes,14430,213
M392,2,54,448,955,41,24,597,1315,371,76,34,10113,83,321,552,516,899,16326,02,3,10,200,54,330,328,73,835,1530,308,2359,1,54,263,3,23,1339,56,984,848,1,48,399,432,20,M392,307,879,8,106,97,358,447,1339,7771,166,Yes,18442,238
M393,2,60,217,839,722,739,311,1119,374,82,34,9299,83,133,297,524,899,15596,02,3,3,283,60,258,264,76,614,1875,248,2404,1,8,264,3,10,1339,125,992,679,1,61,433,432,7,M393,307,531,8,12,12,147,456,1339,7599,249,Yes,17649,185
M394,2,116,767,1078,696,60,596,1513,371,78,34,10656,83,766,589,589,899,17965,02,3,2,326,116,275,525,71,2349,1991,266,2611,1,102,266,3,9,1339,540,911,1029,1,24,7,432,6,M394,307,752,8,178,1,251,449,1339,5782,447,Yes,20028,164
M397,2,26,8,3504,41,24,366,389,357,60,34,6735,83,65,1189,20,899,15890,02,3,2,3,26,299,2394,63,348,2002,290,3233,,8,260,3,9,1339,9,1779,399,1,24,745,432,6,M397,307,1278,8,7,1,134,417,1339,5504,400,No,17945,720
M399,2,114,257,1042,41,639,294,1067,373,82,34,9569,83,301,863,557,899,16931,02,3,3,215,114,309,377,75,481,3205,292,1933,1,6,264,3,17,1339,22,1308,1140,1,54,1368,432,14,M399,307,318,8,67,28,239,455,1339,7374,195,Yes,19034,275
M400,2,35,193,803,740,210,386,3093,368,71,34,5763,83,79,642,460,899,13180,02,47,81,217,35,184,199,71,187,1754,162,1733,2031,51,262,72,22,1339,86,180,143,1,170,405,432,19,M400,307,643,8,69,8,162,439,1339,4982,100,Yes,15141,214
M407,2,19,207,612,711,24,354,817,361,60,34,6384,83,46,67,331,899,10385,02,3,3,131,19,297,43,66,194,663,251,1890,1,12,260,3,47,1339,122,482,187,1,37,204,432,43,M407,307,601,8,51,5,91,421,1339,5805,85,No,12442,179
M408,2,28,261,613,661,152,291,1173,360,58,34,7922,83,2024,232,619,899,12236,02,3,2,262,28,279,48,65,89,921,260,1579,1,253,260,3,19,1339,161,456,130,1,75,38,432,16,M408,307,373,8,4,3,86,418,1339,5298,120,No,14271,176
M411,2,16,187,751,397,24,539,6479,365,67,34,6245,83,115,695,920,899,15903,02,3,2,327,16,303,168,68,142,1322,294,1090,4692,13,263,38,10,1339,344,355,349,1,26,42,432,6,M411,307,249,8,57,2,86,432,1339,5432,95,Yes,17976,194
M412,2,39,263,686,583,128,357,1087,361,62,34,6274,83,46,363,456,899,13088,02,3,7,272,39,313,55,67,35,2191,272,2812,1,61,260,3,40,1339,368,421,152,1,442,624,432,37,M412,307,532,8,10,1037,238,423,1339,5860,98,No,15162,241
M413,2,54,289,720,247,204,463,1428,367,71,34,7303,83,85,568,703,899,12925,02,3,75,261,54,339,117,71,274,2624,316,795,1,12,262,3,23,1339,216,333,287,1,318,1026,432,19,M413,307,117,8,7,11,87,438,1339,6470,91,Yes,15040,214
M414,2,23,155,776,385,25,357,1086,366,70,34,7176,83,80,553,456,899,12266,02,3,2,272,23,238,171,70,50,1463,228,1742,1,135,262,3,9,1339,282,531,194,1,40,407,432,6,M414,307,430,8,5,251,144,436,1339,6527,181,Yes,14278,216
M416,2,19,191,872,41,24,300,6590,359,57,34,7722,83,47,547,848,899,17743,02,3,6,333,19,329,291,65,245,1440,142,1101,5109,12,260,213,187,1339,144,440,97,1,26,504,432,184,M416,307,483,8,44,8,129,416,1339,6967,93,No,19827,191
M418,2,15,145,803,278,201,206,6228,365,67,34,7022,83,74,796,479,899,16491,02,3,3,186,15,232,206,69,61,1617,220,806,5358,17,262,3,12,1339,126,360,498,1,44,303,432,9,M418,307,79,8,29,8,81,433,1339,6248,89,Yes,18495,207
M419,2,73,351,701,800,232,1017,1735,371,77,34,8683,83,215,684,516,899,15599,02,178,101,200,73,577,146,73,402,2198,266,2209,1,20,264,3,312,1339,140,516,625,1,48,566,432,309,M419,307,608,8,79,72,213,449,1339,7081,157,Yes,17963,165
M420,2,59,271,803,661,93,381,845,369,73,34,6562,83,103,555,331,899,10978,02,3,31,131,59,321,205,71,259,1385,220,1324,1,80,264,121,101,1339,62,135,219,1,227,174,432,98,M420,307,438,8,82,6,84,443,1339,5523,144,Yes,13080,209
M422,2,141,373,977,41,25,597,1312,363,69,34,9456,83,75,662,515,899,17599,02,3,46,199,141,274,236,69,757,1777,245,3935,,9,260,3,29,1339,120,1666,366,1,60,535,432,26,M422,307,1764,8,165,12,453,432,1339,7935,100,No,19643,351
M425,2,78,271,804,617,180,531,5266,371,78,34,7494,83,137,466,20,899,18048,02,3,183,3,78,351,193,73,40,2108,332,2298,4712,11,264,3,19,1339,132,398,419,1,125,932,432,16,M425,307,954,8,78,176,153,449,1339,6528,94,Yes,20187,222
M427,2,105,442,1328,1913,52,182,4158,370,76,34,14240,83,881,1597,20,899,29074,02,3,819,3,105,189,687,72,1743,2269,179,6973,3953,14,264,3,9,1339,37,2231,332,1,43,95,432,6,M427,307,1873,8,200,7,949,446,1339,9709,539,Yes,31047,251
M429,2,182,285,896,1070,640,316,6660,374,83,34,9893,83,126,783,1022,899,23490,02,3,185,407,182,422,262,76,138,3171,270,2688,4915,342,264,3,152,1339,378,587,328,1,64,1017,432,149,M429,307,524,8,41,335,172,458,1339,8609,122,Yes,25708,245
M432,2,174,796,966,1387,1163,463,1369,373,81,34,10654,83,142,872,648,899,20183,02,3,4,257,174,303,373,75,2641,3393,294,3628,1,6,264,3,10,1339,139,1501,513,1,60,360,432,7,M432,307,567,8,5,11,161,455,1339,6929,413,Yes,22280,204
M437,2,45,640,1009,41,451,597,1315,369,73,34,11151,83,182,141,516,899,19263,02,3,464,200,45,315,216,72,1065,1927,306,3816,1,10,263,3,9,1339,61,1889,1459,1,47,583,432,6,M437,307,1296,8,7,8,583,442,1339,7884,77,Yes,21359,404
M438,2,67,330,1124,143,25,294,1067,366,68,34,10980,83,129,1469,557,899,19359,02,3,2,215,67,273,496,68,2646,2061,257,4059,1,11,263,3,17,1339,203,2363,377,1,24,7,432,13,M438,307,1193,8,4,1,359,434,1339,7713,95,Yes,21405,239
M439,2,158,435,836,458,255,231,7818,369,73,34,7640,83,263,607,1163,899,19524,02,3,134,457,158,282,222,71,92,1647,272,1424,5967,255,264,3,10,1339,180,485,261,1,39,129,432,7,M439,307,381,8,18,7,92,443,1339,6524,91,Yes,21587,224
M440,2,372,441,886,420,592,810,1532,377,88,35,9612,83,561,882,521,899,19065,02,161,3,200,372,480,182,76,406,4313,315,2349,1,6,267,3,165,1339,246,429,421,1,937,1054,432,162,M440,307,1373,8,180,7,118,465,1339,7933,100,Yes,21349,315
M442,2,26,288,990,41,368,178,6128,363,66,34,7854,83,1287,30,19,899,19150,02,3,2,3,26,268,413,66,63,1281,258,2873,5928,12,263,3,10,1339,559,1403,138,1,25,7,432,7,M442,307,1275,8,18,1,152,429,1339,6216,117,Yes,21185,187
M449,2,105,243,687,455,25,289,1267,371,78,34,9437,83,107,313,720,899,15085,02,3,8,256,105,279,94,73,182,1654,269,1934,1,12,264,3,10,1339,187,566,279,1,357,527,432,7,M449,307,808,8,120,10,96,449,1339,8641,85,Yes,17152,204
M459,2,121,644,961,594,415,289,1266,368,73,34,8137,83,141,450,720,899,14762,02,3,2,256,121,280,350,69,289,1854,270,2423,1,11,264,3,9,1339,306,736,266,1,25,12,432,6,M459,307,700,8,71,243,149,440,1339,7271,84,Yes,16820,222
M460,2,151,281,918,1119,545,336,1104,371,78,34,8941,83,384,603,553,899,16710,02,3,5,214,151,403,307,73,222,2591,289,3004,1,113,264,3,114,1339,85,217,519,1,398,676,432,111,M460,307,826,8,258,689,153,449,1339,7275,163,Yes,18901,222
M475,2,21,194,893,509,39,415,1246,363,63,34,6664,83,67,592,594,899,10973,02,27,3,235,21,193,286,67,62,984,140,1166,1,69,262,125,53,1339,41,80,175,1,23,68,432,50,M475,307,435,8,7,2,139,425,1339,6033,124,Yes,12930,218
M489,2,89,344,917,822,120,511,6069,369,74,34,6645,83,103,840,804,899,17623,02,98,55,328,89,243,293,72,141,2113,225,1792,4425,146,263,3,18,1339,111,289,143,1,84,516,432,15,M489,307,570,8,76,8,103,444,1339,5884,94,Yes,19649,234
M500,2,186,1130,854,609,27,183,1756,376,87,34,10174,83,443,573,20,899,19082,02,3,5,3,186,357,262,77,1009,2905,345,3207,1550,6,264,3,12,1339,314,973,1653,1,71,787,432,9,M500,307,1022,8,290,15,589,463,1339,6362,404,Yes,21241,203
M519,2,168,439,846,382,25,289,1266,364,64,34,6895,83,74,225,720,899,12563,02,184,2,256,168,276,211,67,390,1391,262,1996,1,11,262,3,14,1339,168,427,222,1,318,33,432,11,M519,307,959,8,71,116,113,428,1339,6007,115,Yes,14606,246
M520,2,125,273,837,730,150,525,1234,370,75,34,8125,83,377,486,507,899,13805,02,3,15,201,125,349,174,72,124,1935,282,1549,1,114,263,86,67,1339,72,119,425,1,126,825,432,64,M520,307,537,8,120,8,154,444,1339,6718,145,Yes,15937,274
M529,3,77,207,862,733,309,279,977,371,77,34,7589,83,103,645,509,899,13121,02,3,4,187,77,295,187,73,172,1881,285,1735,1,12,263,144,10,1339,193,323,291,1,50,474,432,7,M529,307,481,8,178,18,181,447,1339,6598,87,Yes,15202,285
M531,2,96,300,815,719,497,289,3433,369,72,34,6308,83,134,512,463,899,16051,02,365,2,172,96,329,207,71,441,2470,268,2929,2508,6,264,3,61,1339,377,1122,298,1,34,386,432,63,M531,307,889,8,37,4,195,441,1339,5301,88,Yes,18160,218
M542,2,159,367,1011,713,378,401,1703,368,74,34,9071,83,518,472,720,899,15993,02,3,2,580,159,249,395,70,577,2086,223,1962,1,11,264,198,26,1339,270,437,319,1,364,233,432,23,M542,307,464,8,271,3,344,442,1339,7051,123,Yes,18022,227
M543,2,53,321,701,383,311,465,1365,371,78,34,8645,83,191,332,643,899,15088,02,3,20,256,53,553,125,74,173,2200,336,2123,1,135,263,3,217,1339,275,545,658,1,109,848,432,214,M543,307,873,8,115,223,100,449,1339,7262,88,Yes,17429,187
M544,2,115,336,758,852,529,359,2678,370,74,34,8064,83,434,1257,556,899,17059,02,3,5,250,115,299,150,72,179,2886,273,2558,1513,12,264,3,25,1339,420,545,491,1,40,301,432,22,M544,307,973,8,127,6,182,444,1339,6715,98,Yes,19140,219
M545,2,93,308,1013,570,292,465,1365,368,72,34,10701,83,153,593,643,899,16567,02,3,10,256,93,238,490,69,156,1595,151,1800,1,11,264,286,86,1339,237,670,511,1,24,137,432,83,M545,307,386,8,175,6,168,440,1339,9295,104,Yes,18584,134
M550,2,188,167,1069,915,190,562,1815,370,77,34,11877,83,426,830,883,899,20360,02,3,6,368,188,981,445,71,491,2374,277,3038,1,12,265,3,703,1339,370,596,1010,1,274,539,432,700,M550,307,1066,8,242,7,454,447,1339,9595,92,Yes,23126,234
M551,2,147,544,1258,504,598,236,2142,363,66,34,10016,83,89,551,20,899,18110,02,3,3,3,147,381,627,69,262,2413,365,2134,1884,252,260,3,16,1339,168,540,623,1,51,498,432,13,M551,307,808,8,206,9,274,429,1339,8487,91,Yes,20258,241
M560,2,66,478,435,850,386,366,3337,366,69,34,8280,83,383,797,1130,899,17141,02,3,395,352,66,400,28,69,411,2485,269,2537,1490,194,262,3,131,1339,289,319,240,1,276,256,432,128,M560,307,756,8,34,408,204,435,1339,6537,83,Yes,19314,18
M565,2,67,169,846,41,24,955,1933,364,64,34,13314,83,283,30,720,899,19041,02,3,388,256,67,978,255,67,361,769,239,2113,1,11,263,3,738,1339,498,1498,323,1,26,19,432,735,M565,307,469,8,26,2,104,428,1339,11847,74,Yes,21786,201
M570,2,184,524,691,611,1118,293,4926,368,72,34,7771,83,273,312,573,899,18374,02,284,59,182,184,372,93,71,601,2819,274,1983,3878,10,263,3,98,1339,455,818,1044,1,41,85,432,95,M570,307,372,8,545,6,176,441,1339,5032,204,Yes,20525,209
M575,2,264,684,730,745,256,358,990,368,74,34,7448,83,246,539,444,899,14513,02,3,98,186,264,369,283,70,58,1672,277,3409,1,203,264,135,92,1339,100,274,251,1,31,59,432,89,M575,307,1178,8,238,167,1045,442,1339,5904,316,Yes,16663,57
M580,2,218,509,756,620,199,350,1287,371,78,34,8499,83,139,811,666,899,15340,02,3,3,270,218,272,165,74,148,2357,236,2222,1,200,263,133,36,1339,155,370,270,1,300,381,432,33,M580,307,527,8,280,574,130,450,1339,7237,89,Yes,17400,201
M586,2,193,387,1089,2352,785,178,12703,377,87,34,15632,83,610,1742,20,899,42361,02,3,4,3,193,1167,353,77,1077,5804,363,6941,12502,6,265,3,804,1339,829,3021,2633,1,743,1314,432,802,M586,307,1142,8,286,45,381,464,1339,10924,89,Yes,45331,347
M600,2,57,357,885,676,120,225,1122,370,74,34,6992,83,119,753,639,899,12709,02,50,2,257,57,266,240,72,258,1908,229,1744,1,83,264,64,37,1339,64,142,205,1,253,311,432,34,M600,307,809,8,92,6,110,444,1339,6078,92,Yes,14757,255
M605,2,90,385,685,41,1306,597,1315,367,71,34,7925,83,288,929,516,899,16138,02,3,2,200,90,646,78,70,323,3499,258,2624,1,13,262,3,388,1339,349,1267,224,1,168,360,432,385,M605,307,1075,8,47,8,233,438,1339,6915,110,Yes,18560,217
M615,2,213,592,759,1615,117,537,1353,373,80,34,9594,83,391,564,584,899,18211,02,3,29,231,213,423,120,74,359,2622,281,3670,1,6,264,3,142,1339,148,450,620,1,488,711,432,139,M615,307,607,8,37,35,962,452,1339,7953,196,Yes,20425,249
M620,2,188,287,824,945,217,462,1365,372,79,34,8457,83,375,607,646,899,15381,02,19,38,256,188,389,213,74,283,2479,326,2068,1,156,264,59,63,1339,188,131,326,1,318,844,432,60,M620,307,819,8,262,27,145,451,1339,6860,98,Yes,17561,221
M625,2,151,370,903,835,223,340,1152,372,79,34,8683,83,387,813,529,899,15258,02,48,70,282,151,335,264,74,461,2485,241,1883,1,78,264,61,94,1339,99,149,262,1,346,585,432,91,M625,307,632,8,186,147,121,452,1339,6989,191,Yes,17383,250
M630,2,56,257,874,789,33,187,972,368,72,34,8040,83,93,566,780,899,13321,02,63,3,3,56,228,255,71,222,1646,198,1734,1,96,263,80,30,1339,138,176,139,1,275,313,432,27,M630,307,658,8,12,7,104,440,1339,7285,109,Yes,15327,230
M655,2,131,397,900,589,479,394,1335,372,79,34,8416,83,107,771,670,899,14772,02,3,87,271,131,186,214,74,173,2237,173,1753,1,188,264,152,13,1339,134,361,373,1,54,400,432,10,M655,307,680,8,163,11,111,452,1339,7092,82,Yes,16749,296
M896,2,121,128,1149,507,24,178,14616,370,80,34,9525,83,320,416,527,899,29829,02,320,3,3,121,413,362,74,107,2389,340,2029,13909,11,262,3,73,1339,233,857,586,1,71,1197,432,70,M896,307,522,8,42,14,129,451,1339,8357,96,Yes,32031,397
M009,2,72,94,1452,341,189,356,950,360,67,34,7842,83,473,251,496,899,15076,03,,92,98,72,301,289,66,201,3398,290,1363,,11,260,3,11,1339,136,377,577,1,574,2153,432,8,M009,307,456,8,37,80,109,426,1339,6381,68,No,17143,773
M044,38,575,1115,1870,2540,1043,437,1271,383,99,35,17290,83,1029,2396,533,899,43395,03,151,1237,300,575,389,550,80,2193,14455,319,7933,,21,268,3,70,1339,1156,3089,614,1,3346,5250,432,31,M044,307,1927,8,707,12,365,482,1339,11406,81,Yes,45604,931
M054,2,69,167,1022,82,83,471,1554,360,61,34,8091,83,395,273,706,899,13039,03,,222,377,69,645,458,65,58,1413,298,890,,160,261,3,347,1339,105,269,147,1,151,633,432,344,M054,307,302,8,51,159,78,421,1339,6960,96,No,15444,175
M075,2,91,99,1218,490,106,366,1363,369,81,34,8936,83,169,226,614,899,15287,03,,6,383,91,332,500,71,141,1969,303,1710,,216,263,3,29,1339,107,330,211,1,563,868,432,25,M075,307,794,8,31,9,87,449,1339,8088,72,Yes,17407,329
M076,2,174,390,2033,764,170,740,2093,370,80,34,9065,83,123,166,938,899,18845,03,182,434,414,174,679,1020,71,308,3822,463,1657,,6,265,3,217,1339,181,469,647,1,644,2088,432,213,M076,307,235,8,39,7,183,449,1339,7437,69,Yes,21312,624
M084,2,137,79,1635,645,199,562,1581,366,76,34,8455,83,389,283,655,899,16484,03,,398,363,137,307,669,69,53,3049,297,1628,,11,263,3,10,1339,169,407,185,1,620,1699,432,7,M084,307,367,8,18,121,87,442,1339,7344,55,Yes,18572,577
M087,2,55,90,955,374,27,237,984,361,68,34,7804,83,152,144,486,899,13555,03,,103,261,55,338,224,67,95,2765,321,993,,12,260,3,17,1339,74,206,228,1,393,2037,432,14,M087,307,318,8,33,13,83,429,1339,7096,81,No,15660,342
M145,2,254,549,2368,738,406,728,2131,370,83,34,11390,83,471,542,937,899,23305,03,,762,466,254,527,766,72,360,4999,476,2163,,11,264,3,51,1339,177,439,876,1,1013,2310,432,48,M145,307,873,8,30,11,103,453,1339,8794,84,Yes,25624,1212
M149,2,228,258,2195,836,708,273,690,371,79,34,10057,83,137,388,108,899,19482,03,,629,309,228,357,898,72,158,4024,297,2289,,462,265,3,60,1339,267,951,430,1,838,1565,432,57,M149,307,374,8,124,11,117,450,1339,7954,161,Yes,21628,907
M163,2,146,98,1726,283,147,576,1654,367,77,34,9176,83,104,465,674,899,16780,03,123,167,404,146,351,525,70,120,2894,299,1182,,12,263,3,52,1339,119,351,221,1,503,1439,432,49,M163,307,438,8,33,14,95,444,1339,8449,68,Yes,18914,812
M165,2,137,123,1666,464,103,231,1032,370,78,34,9516,83,184,253,572,899,16250,03,100,277,229,137,361,611,72,281,2104,294,1795,,11,263,3,66,1339,116,265,525,1,400,1009,432,63,M165,307,775,8,20,139,151,448,1339,8060,154,Yes,18397,665
M166,2,86,94,1654,288,98,278,1409,360,67,34,7288,83,67,259,793,899,14962,03,,245,338,86,263,420,66,30,3111,252,1413,,13,260,3,11,1339,141,331,152,1,346,2173,432,8,M166,307,324,8,56,13,457,427,1339,6646,76,No,16991,845
M180,2,105,306,1218,820,168,219,1258,367,72,34,9312,83,213,377,737,899,15639,03,,433,302,105,297,785,69,96,2072,274,1674,,17,263,3,22,1339,130,364,1283,1,328,763,432,19,M180,307,331,8,54,5,155,438,1339,7153,60,Yes,17713,43
M185,2,315,120,1895,706,544,463,2829,368,79,34,12207,83,117,467,1528,899,23508,03,,685,838,315,294,700,70,323,3788,239,2473,,11,263,3,55,1339,318,798,628,1,870,1470,432,52,M185,307,653,8,27,12,304,447,1339,10359,54,Yes,25588,806
M191,2,124,154,1481,737,30,612,2112,369,75,34,9449,83,188,391,977,899,17918,03,,595,523,124,276,704,71,471,2852,218,1900,,6,263,3,58,1339,166,437,619,1,546,1565,432,55,M191,307,551,8,64,64,110,443,1339,7429,74,Yes,19976,388
M199,2,99,88,974,242,26,331,1132,360,68,34,7533,83,87,224,595,899,14923,03,,90,206,99,329,218,66,120,4078,318,1106,,157,260,3,11,1339,108,265,240,1,487,3144,432,7,M199,307,364,8,32,128,107,428,1339,6736,68,No,17018,367
M208,2,202,295,2443,771,850,178,200,375,89,34,11159,83,251,266,19,899,20664,03,,144,3,202,315,1145,75,514,4150,284,2510,,12,265,3,30,1339,323,918,1083,0,204,2212,432,28,M208,307,665,8,262,22,134,464,1339,8805,87,Yes,22781,909
M241,2,495,548,1574,1104,946,642,1391,377,90,35,19554,83,669,1153,464,899,34355,03,,2180,285,495,273,723,76,934,7521,247,3820,,15,266,3,26,1339,458,1363,3088,1,2277,2138,432,23,M241,307,920,8,182,16,416,467,1339,12413,69,Yes,36433,462
M242,4,296,192,3222,41,424,551,2225,373,87,34,14243,83,169,314,1106,899,26686,03,398,609,568,296,265,1093,74,169,4557,254,2143,,13,264,3,11,1339,344,999,2002,1,561,2324,432,7,M242,307,849,8,15,16,239,460,1339,11200,63,Yes,28749,1740
M243,2,37,161,623,41,340,356,949,358,59,34,8910,83,61,273,496,899,13914,03,,2,98,37,315,121,64,49,1700,305,1696,,12,260,3,10,1339,249,1043,262,1,39,638,432,7,M243,307,522,8,29,4,86,418,1339,8402,90,No,15986,112
M245,2,27,127,1156,41,146,437,1271,359,61,34,7061,83,63,373,533,899,11679,03,,2,300,27,321,568,65,391,1287,311,879,,12,260,3,10,1339,182,517,136,1,43,415,432,7,M245,307,205,8,38,5,111,420,1339,6327,90,No,13759,198
M247,2,130,872,1103,810,107,562,1580,374,86,34,9501,83,407,459,654,899,17408,03,,3,363,130,375,513,75,1092,2484,346,2611,,12,264,3,29,1339,401,1064,375,1,70,574,432,26,M247,307,402,8,16,13,323,459,1339,7225,369,Yes,19581,200
M250,2,67,252,1107,41,26,366,1363,372,83,34,10889,83,180,828,614,899,19288,03,,6,383,67,356,494,75,323,4213,345,1650,,22,263,3,11,1339,429,1213,1356,1,75,2603,432,8,M250,307,5,8,31,21,370,455,1339,8879,89,Yes,21438,223
M256,2,124,451,1873,872,236,348,1628,374,85,34,8783,83,154,534,797,899,20304,03,,350,483,124,298,524,75,70,3922,283,3975,,12,264,3,15,1339,384,1168,295,1,77,2240,432,12,M256,307,492,8,382,1320,123,459,1339,7414,103,Yes,22400,959
M258,2,164,418,1474,691,238,348,1627,373,84,34,9788,83,175,384,796,899,18630,03,281,281,483,164,342,531,75,473,3721,332,1856,,12,264,3,11,1339,413,893,685,1,75,1912,432,8,M258,307,12,8,24,20,241,457,1339,8018,118,Yes,20768,554
M283,3,68,379,795,872,157,340,1227,369,74,34,6676,83,98,903,657,899,12841,03,,138,228,68,315,157,72,122,2124,300,1950,1,12,263,3,15,1339,261,558,563,3,54,370,432,9,M283,307,329,8,85,18,173,443,1339,5557,100,Yes,14938,249
M299,3,103,216,862,1238,28,340,1228,371,78,34,7762,83,136,1199,657,899,16084,03,,22,228,103,300,251,73,56,2220,269,3908,1,12,263,3,31,1339,166,584,309,1,62,550,432,28,M299,307,1698,8,167,246,144,449,1339,6965,91,Yes,18172,222
M307,3,138,649,959,531,1744,341,1228,372,77,34,8414,83,507,602,657,899,16241,03,,5,228,138,387,321,73,462,3670,373,1832,1,288,264,3,14,1339,212,616,354,1,95,368,432,10,M307,307,549,8,129,10,127,449,1339,6571,96,Yes,18415,248
M333,2,112,69,1265,499,26,348,1627,361,64,34,8011,83,112,176,796,899,16773,03,,1,483,112,209,242,67,231,4350,191,1409,,6,261,3,17,1339,93,324,433,1,511,3475,432,14,M333,307,469,8,28,8,109,425,1339,7148,49,No,18746,634
M334,2,19,141,1361,243,26,437,1271,357,56,34,6455,83,278,30,533,899,11411,03,,2,300,19,279,4,63,227,597,261,1709,,220,260,3,18,1339,137,354,182,1,29,233,432,15,M334,307,633,8,47,1,477,413,1339,5396,100,No,13441,968
M402,2,113,224,915,41,177,549,1496,374,84,34,11624,83,148,558,592,899,18347,03,,144,353,113,411,335,76,477,2021,386,2180,1,9,264,3,25,1339,471,1119,673,1,71,519,432,22,M402,307,918,8,79,13,90,458,1339,10008,84,Yes,20555,191
M403,2,42,353,977,41,428,549,1496,371,79,34,11452,83,470,113,592,899,17508,03,,506,353,42,375,350,74,854,1476,366,2066,1,9,263,3,10,1339,79,993,431,1,64,439,432,7,M403,307,930,8,35,11,91,450,1339,9015,130,Yes,19672,237
M404,2,20,343,963,650,272,549,1496,364,66,34,7895,83,699,30,592,899,14328,03,,2,353,20,353,340,68,898,848,340,3106,1,6,262,3,12,1339,91,896,936,1,42,70,432,9,M404,307,1196,8,60,5,359,430,1339,5201,92,Yes,16449,234
M415,3,170,275,1331,1575,1461,500,1764,372,78,34,8951,83,210,352,754,899,18547,03,,111,509,170,203,566,74,31,3472,193,2860,1,275,264,194,10,1339,146,421,202,1,56,1183,432,6,M415,307,637,8,45,11,216,450,1339,7820,63,Yes,20540,375
M417,2,59,530,927,1545,27,549,1496,370,76,34,10484,83,250,1328,592,899,19875,03,,3,353,59,253,340,73,1721,2157,242,4754,1,6,263,3,11,1339,24,2064,343,1,57,191,432,7,M417,307,982,8,88,11,151,446,1339,7660,411,Yes,21913,198
M421,2,79,530,1311,1269,26,437,1271,371,80,34,9727,83,218,63,533,899,18452,03,,442,300,79,655,569,74,455,2105,277,3959,,9,263,3,377,1339,1107,1610,632,1,72,306,432,374,M421,307,777,8,70,12,290,451,1339,7740,159,Yes,20896,352
M452,2,112,282,1786,41,26,437,1271,370,82,34,14105,83,325,2373,533,899,26690,03,,3,300,112,328,603,71,1691,4273,318,5143,,41,264,3,10,1339,69,2898,1675,1,49,1474,432,7,M452,307,1630,8,17,7,568,452,1339,9573,777,Yes,28808,794
M470,2,282,221,886,656,408,549,1496,375,85,35,7606,83,456,676,592,899,15160,03,,138,353,282,468,341,75,35,2775,197,2116,1,6,266,3,271,1339,112,278,175,1,694,664,432,268,M470,307,1020,8,144,7,155,460,1339,6572,77,Yes,17427,156
M479,2,31,416,730,195,33,506,3821,360,58,34,5962,83,52,346,419,899,12934,03,,6,148,31,333,116,65,104,1373,266,1019,2747,32,260,3,67,1339,82,213,176,1,37,460,432,64,M479,307,422,8,27,7,181,418,1339,5471,89,No,15024,225
M485,2,24,293,765,721,32,336,1221,359,57,34,7370,83,109,405,638,899,11862,03,,2,245,24,267,155,64,78,837,217,1645,1,61,260,78,50,1339,40,103,150,1,30,36,432,47,M485,307,647,8,46,2,172,415,1339,6755,91,No,13883,221
M492,3,127,466,919,710,571,340,1227,370,76,34,9569,83,121,402,657,899,16317,03,156,306,228,127,343,288,73,78,2668,298,1807,1,11,264,64,44,1339,152,453,493,1,52,870,432,40,M492,307,546,8,95,8,91,447,1339,8306,96,Yes,18445,242
