,Additions_to_Regular_Salary,Additions_to_Salary__Projected_Expenses,After_School_and_Student_Activities,Ancillary_Support_Services_All_Funds,Assistant_Principals,Attendance__Outreach_Services,Building_Maintenance,Building_Services_All_Funds,Central_Administration_All_Funds,Central_Instructional_Support_All_Funds,Central_Leadership,Classroom_Instruction_All_Funds,Computer_System_Support_School_Level,Contracted_Instructional_Services,Counseling_Services,Custodial_Services,Debt_Service,Direct_Services_to_Schools,District,Drug_Prevention_Programs,Education_Paraprofessionals,Energy,Field_Support_All_Funds,Field_Support_Costs,Food_Services,Instructional_Offices,Instructional_Supplies_and_Equipment,Instructional_Support_Srcs_All_Funds,Instructional_Support_and_Administration_All_Funds,LeadershipSupervisionSupport_All_Funds,Leases,Librarians_and_Library_Books,Operational_Offices,Other_Classroom_Staff,Other_Field_Support_Costs_All_Funds,Other_SystemWide_Obligations_All_Funds,Parent_Involvement_Activities,Principals,Professional_Development,Projected_Expenses,Referral_and_Evaluation_Services_All_Funds,Related_Services,Retiree_Health_and_Welfare,Sabbaticals_Leaves_Termination_Pay,School,School_Safety,Secretaries_School_Aides__Other_Support_Staff,Special_Commissioner_for_Investigation,Summer_and_Evening_School,Supervisors,Supplies_Materials_Equipment_Telephones,SystemWide_Costs,SystemWide_Obligations,Teachers,Text_Books,Title_1,Total,Transportation
M418,0,92,107,692,314,195,176,6031,372,59,34,6923,65,66,862,535,671,16416,02,1,2,6,92,285,158,78,42,1806,261,871,5313,22,261,2,24,1145,135,386,408,0,50,456,466,23,M418,308,105,8,27,5,61,431,1145,6276,78,No,18276,161
M419,0,107,176,702,884,300,761,1632,388,85,34,8977,65,576,491,665,671,15497,02,199,3,200,107,545,157,90,82,1907,270,2170,6,21,265,2,275,1145,153,519,375,0,64,524,466,275,M419,308,616,8,105,66,86,474,1145,7732,81,Yes,17660,172
M420,0,97,364,798,742,95,319,905,383,76,34,6766,65,149,506,349,671,11364,02,1,32,231,97,371,253,86,209,1420,288,1377,6,89,264,121,83,1145,58,149,134,0,240,157,466,83,M420,308,407,8,69,5,75,459,1145,5850,113,Yes,13338,172
M422,0,182,391,1025,65,25,760,1622,374,68,34,8395,65,115,762,663,671,16688,02,1,25,199,182,306,282,79,382,3171,282,2293,,15,261,2,23,1145,15,1008,647,0,70,1907,466,23,M422,308,1120,8,13,10,90,442,1145,7155,39,No,18580,370
M425,0,121,433,808,654,220,329,6405,387,84,34,7368,65,55,688,92,671,19071,02,1,30,408,121,491,194,89,64,2355,360,2014,5577,22,265,2,131,1145,137,364,194,0,148,728,466,131,M425,308,655,8,75,184,157,471,1145,6872,53,Yes,21177,241
M427,0,90,446,1093,1045,26,423,1889,387,81,34,10666,65,311,773,894,671,18507,02,1,377,567,90,198,515,88,399,1377,176,3393,6,18,266,2,22,1145,18,1297,299,0,45,68,466,22,M427,308,905,8,16,52,94,468,1145,8969,274,Yes,20317,205
M429,0,114,265,1153,1344,873,276,7334,396,97,34,11713,285,69,595,1180,671,26485,02,262,226,343,114,356,301,95,85,3194,316,2977,5535,396,267,2,40,1145,445,737,323,0,84,670,466,40,M429,308,346,8,75,417,132,493,1145,10439,98,Yes,28479,260
M432,0,223,2335,898,972,882,423,1889,395,94,34,10501,65,87,1749,894,671,22306,02,1,6,567,223,433,319,94,453,5616,408,3179,6,19,267,2,25,1145,151,1032,555,0,75,424,466,25,M432,308,940,8,26,16,218,489,1145,9155,196,Yes,24372,206
M437,0,101,326,794,761,1181,762,1633,384,77,34,7827,65,54,492,665,671,15620,02,1,286,200,101,365,117,86,192,2479,334,2787,6,18,264,2,31,1145,23,975,455,0,59,396,466,30,M437,308,869,8,56,7,175,461,1145,6712,52,Yes,17591,304
M438,0,86,259,993,941,597,432,1388,387,80,34,8781,65,93,726,549,671,16604,02,1,1,402,86,401,430,87,1144,2121,378,3236,6,18,266,2,23,1145,403,1218,335,0,37,98,466,23,M438,308,951,8,35,1,125,467,1145,7029,122,Yes,18616,190
M439,0,104,366,780,497,145,168,7495,383,74,34,7742,65,202,367,1176,671,18883,02,1,2,325,104,282,231,85,129,1223,257,1540,5827,276,264,2,25,1145,183,622,140,0,49,111,466,25,M439,308,345,8,8,5,70,456,1145,6894,89,Yes,20765,176
M440,0,128,1152,886,1007,352,1085,1956,404,109,34,13721,65,676,717,665,671,27752,02,397,5,200,128,478,223,100,692,6973,393,4087,6,29,270,2,85,1145,553,1053,757,1,1586,2216,466,84,M440,308,1916,8,363,6,105,513,1145,11141,55,Yes,29887,291
M442,0,95,164,1011,65,26,156,6033,369,55,34,7495,65,530,55,47,671,17986,02,1,1,159,95,268,463,74,171,840,247,2511,5671,21,261,2,22,1145,534,1418,98,0,39,22,466,22,M442,308,958,8,21,1,68,423,1145,6530,122,No,19822,176
M449,0,131,383,649,134,26,243,1394,386,81,34,9498,65,502,346,687,671,14840,02,1,5,459,131,717,113,88,186,2041,268,1126,6,21,264,2,449,1145,365,503,298,0,365,555,466,449,M449,308,403,8,103,9,76,467,1145,8329,52,Yes,17168,163
M459,0,84,360,918,628,27,243,1394,384,79,34,8762,65,536,506,687,671,14815,02,1,1,459,84,410,379,86,200,1137,382,2521,6,21,265,2,27,1145,189,751,263,0,38,17,466,27,M459,308,728,8,49,310,105,463,1145,7633,56,Yes,16832,166
M460,0,127,280,827,1538,535,303,1253,387,85,34,10997,139,521,700,545,671,19114,02,1,4,399,127,369,199,89,222,2969,289,2941,6,22,265,2,80,1145,92,238,1221,0,576,787,466,79,M460,308,833,8,620,249,82,472,1145,8208,177,Yes,21099,181
M475,0,86,214,893,629,41,271,1322,369,54,34,6892,103,34,640,659,671,11519,02,26,2,387,86,254,300,76,82,1084,164,1243,6,99,260,130,89,1145,36,93,71,0,38,89,466,89,M475,308,431,8,62,1,88,423,1145,6262,149,No,13341,182
M489,0,91,375,850,871,128,514,6983,383,75,34,6773,65,41,902,933,671,18836,02,104,64,546,91,269,226,86,56,2234,243,1905,4991,132,263,2,26,1145,99,310,136,0,130,498,466,26,M489,308,571,8,62,14,140,458,1145,6215,65,Yes,20708,251
M500,0,200,752,865,609,26,506,2027,390,92,34,11212,65,605,595,946,671,21887,02,1,18,567,200,373,284,92,444,3215,336,4368,8,15,265,2,37,1145,293,974,2438,0,621,926,466,37,M500,308,1302,8,1038,13,1469,482,1145,6287,363,Yes,23887,208
M507,0,142,314,1065,65,711,512,1281,383,78,34,10153,65,181,936,568,671,19130,02,1,2,195,142,388,304,86,2079,2446,366,4042,6,33,263,2,23,1145,217,1725,1274,0,66,202,466,22,M507,308,2170,8,85,9,74,461,1145,6425,71,Yes,21123,388
M519,0,106,442,773,425,35,243,1394,371,56,34,7136,65,103,152,687,671,12791,02,203,1,459,106,425,173,77,170,1407,372,1975,6,22,261,2,53,1145,164,476,101,0,371,40,466,53,M519,308,974,8,60,2,98,427,1145,6604,73,No,14788,227
M520,0,108,194,783,803,179,248,1477,387,83,34,8761,96,520,569,638,671,14918,02,27,7,585,108,444,153,89,118,2109,267,1679,6,140,265,102,177,1145,58,135,358,0,278,805,466,177,M520,308,651,8,109,17,73,470,1145,7308,100,Yes,16976,226
M529,0,100,179,876,841,319,241,1086,385,79,34,7653,65,48,717,485,671,13256,02,1,7,355,100,438,235,87,244,1820,278,1720,6,177,264,2,161,1145,132,344,234,0,55,418,466,160,M529,308,404,8,160,11,121,463,1145,6683,97,Yes,15302,268
M531,0,150,457,1111,867,497,272,3353,382,72,34,6453,361,67,573,520,671,16396,02,388,1,150,150,289,270,85,300,2520,264,2809,2410,21,264,2,25,1145,236,1130,187,0,44,325,466,24,M531,308,634,8,22,2,176,454,1145,5748,104,Yes,18283,173
M542,0,84,672,1086,902,370,398,1700,385,81,34,9153,65,543,767,764,671,16707,02,1,3,533,84,289,512,86,243,2514,266,2170,6,22,265,201,22,1145,112,459,380,0,394,199,466,22,M542,308,384,8,249,1,423,466,1145,7381,131,Yes,18606,201
M543,0,154,269,647,75,343,493,1595,385,80,34,9941,65,776,367,675,671,15825,02,1,148,422,154,398,131,87,87,1840,359,1648,6,83,264,2,39,1145,123,555,542,0,119,618,466,39,M543,308,624,8,157,298,94,465,1145,8088,57,Yes,17832,143
M544,0,96,409,740,956,540,298,2685,386,79,34,8810,65,535,1440,618,671,17991,02,1,11,318,96,310,193,87,118,2862,288,2799,1451,22,265,2,23,1145,319,617,561,0,52,100,466,22,M544,308,1094,8,176,5,127,464,1145,7266,118,Yes,19911,174
M545,0,95,273,949,583,316,493,1595,385,78,34,10518,65,49,625,675,671,16565,02,1,2,422,95,199,465,86,84,1600,176,1807,6,21,265,279,23,1145,223,669,548,0,40,123,466,23,M545,308,408,8,92,4,143,463,1145,9361,81,Yes,18372,111
M550,0,90,232,999,969,173,232,1435,385,81,34,11519,65,503,875,829,671,19059,02,1,8,369,90,837,446,86,74,2225,293,2790,6,21,265,2,544,1145,203,619,996,0,298,443,466,544,M550,308,1112,8,301,2,88,467,1145,9523,91,Yes,21507,180
M551,0,128,288,981,398,588,163,1828,387,82,34,10023,65,82,601,50,671,17032,02,1,153,6,128,391,408,88,298,2085,363,1987,1609,269,265,2,28,1145,144,538,535,0,63,401,466,28,M551,308,840,8,46,8,203,469,1145,8542,96,Yes,19036,200
M560,0,127,340,451,967,453,358,3683,372,59,34,8433,102,41,970,1198,671,17922,02,1,459,455,127,398,35,78,158,2559,299,2669,1672,237,260,2,99,1145,283,369,213,0,192,320,466,99,M560,308,769,8,92,434,130,431,1145,7175,56,No,19895,7
M565,0,154,185,864,67,45,915,2067,372,55,34,13419,65,55,57,687,671,19485,02,1,398,459,154,928,339,76,27,843,239,2138,6,22,262,2,689,1145,504,1506,408,0,37,13,466,688,M565,308,501,8,11,1,63,426,1145,12404,92,No,21983,152
M570,0,161,390,670,734,1003,219,5469,386,81,34,9749,65,1101,111,643,671,20251,02,17,64,410,161,368,172,88,588,1831,292,2370,4198,20,265,2,76,1145,124,944,1122,0,57,128,466,76,M570,308,540,8,229,6,146,467,1145,6555,68,Yes,22231,125
M575,0,193,1067,732,783,273,247,1181,385,81,34,8042,65,491,563,709,671,15296,02,1,96,219,193,524,281,87,286,2108,369,3040,6,184,265,135,155,1145,121,301,192,0,41,42,466,155,M575,308,1166,8,312,182,608,466,1145,6149,197,Yes,17430,77
M580,0,105,376,786,644,180,158,8896,386,83,34,8612,65,502,853,50,671,23066,02,1,5,315,105,417,217,89,87,2159,259,2508,8374,212,264,163,158,1145,150,390,354,0,196,404,466,158,M580,308,609,8,90,730,134,469,1145,7155,44,Yes,25097,195
M586,0,112,408,845,2672,841,158,15295,392,88,34,15182,65,567,1957,50,671,42778,02,1,13,6,112,426,303,91,249,5156,386,6189,15081,21,267,2,40,1145,934,3182,798,0,807,208,466,40,M586,308,37,8,719,10,289,481,1145,12755,57,Yes,44829,169
M600,0,99,307,846,850,130,245,1271,384,77,34,7619,74,506,692,582,671,13568,02,53,2,437,99,409,268,87,203,1873,293,1860,6,97,264,68,116,1145,76,157,189,0,279,337,466,116,M600,308,758,8,74,5,89,461,1145,6406,75,Yes,15584,196
M605,0,93,520,694,65,1125,761,1632,372,58,34,8636,65,212,254,665,671,16163,02,1,2,200,93,271,155,77,368,2888,249,2219,6,22,261,2,22,1145,360,1212,215,0,170,458,466,22,M605,308,860,8,70,3,79,430,1145,7657,89,No,18009,167
M615,0,163,841,768,815,132,306,1096,386,80,34,10752,65,606,643,590,671,18156,02,1,6,195,163,589,165,88,396,3101,306,2276,6,15,265,2,283,1145,163,506,972,0,671,651,466,282,M615,308,705,8,414,7,243,466,1145,8055,285,Yes,20355,230
M620,0,111,429,936,1167,259,421,1880,393,93,34,9105,156,496,785,889,671,17950,02,1,7,564,111,492,264,94,239,3298,391,2620,6,40,266,2,101,1145,270,281,322,1,395,1159,466,100,M620,308,893,8,542,165,113,487,1145,7398,60,Yes,20073,208
M625,0,107,479,914,920,309,512,1279,389,85,34,9929,82,503,937,567,671,17317,02,59,3,195,107,446,294,90,663,3108,304,1980,6,103,265,121,142,1145,106,169,426,0,425,793,466,142,M625,308,680,8,210,89,122,474,1145,7850,50,Yes,19382,230
M630,0,108,290,945,762,53,158,702,372,61,34,7372,127,39,525,50,671,12495,02,64,5,489,108,307,266,78,243,1682,196,1686,6,112,260,2,111,1145,122,187,101,0,297,331,466,111,M630,308,644,8,5,6,87,433,1145,6703,161,No,14380,244
M655,0,114,505,993,591,459,350,1168,386,82,34,7993,154,48,779,665,671,14153,02,1,4,147,114,218,213,88,73,2393,194,1491,6,200,264,150,24,1145,135,361,188,0,65,449,466,23,M655,308,451,8,38,9,80,467,1145,7223,68,Yes,15983,318
M896,0,116,195,1127,593,30,156,8886,374,68,34,7963,65,197,401,47,671,22783,02,292,28,314,116,375,366,79,163,2584,340,2106,8368,52,261,2,35,1145,246,749,519,0,69,1350,466,35,M896,308,630,8,19,11,125,442,1145,6882,102,No,24744,387
M009,0,89,78,1432,367,193,255,534,371,65,34,7788,65,439,275,49,671,14318,03,1,115,229,89,336,314,76,85,3051,304,1424,,27,261,2,33,1145,135,393,233,0,540,1831,466,32,M009,308,485,8,126,75,104,436,1145,6705,55,No,16234,745
M054,0,118,192,1108,65,85,316,1378,371,60,34,7717,65,97,334,762,671,13071,03,1,224,300,118,345,392,76,58,1798,319,952,,164,261,2,27,1145,112,290,116,4,234,841,466,22,M054,308,336,8,51,184,77,431,1145,6913,92,No,14991,343
M075,0,115,120,1555,567,127,393,1355,373,70,34,9856,65,119,251,708,671,16850,03,1,115,253,115,339,770,78,69,2175,316,1794,,219,262,2,23,1145,119,372,182,0,651,908,466,23,M075,308,742,8,179,8,104,443,1145,8891,80,No,18776,412
M076,0,117,321,1997,701,179,238,1341,384,79,34,8989,65,557,206,848,671,17185,03,185,613,255,117,380,980,85,398,3084,347,1657,,20,265,2,33,1145,145,422,558,0,391,1657,466,32,M076,308,401,8,53,6,127,462,1145,6708,80,Yes,19172,644
M084,0,105,105,1747,724,203,378,1296,380,77,34,9451,65,416,322,651,671,17432,03,1,439,267,105,338,668,83,109,2964,307,1870,,21,264,2,31,1145,185,450,187,0,687,1460,466,31,M084,308,476,8,42,129,91,457,1145,8166,69,Yes,19371,705
M087,0,125,88,802,415,27,310,1008,371,66,34,8642,65,133,187,541,671,14363,03,1,105,157,125,360,200,77,87,2805,337,981,,21,261,2,23,1145,80,226,353,0,425,1997,466,22,M087,308,249,8,164,10,82,437,1145,7695,81,No,16305,229
M145,0,142,529,2376,848,448,485,1533,386,88,34,12799,65,535,348,772,671,24406,03,1,689,276,142,450,708,87,139,5099,374,2458,,15,265,2,76,1145,207,499,1025,0,1152,2415,466,76,M145,308,997,8,242,9,105,475,1145,10089,61,Yes,26475,1294
M149,0,118,344,2721,984,847,231,698,389,88,34,11517,65,520,473,172,671,21543,03,1,789,295,118,371,1087,89,85,4521,312,1968,,511,266,2,59,1145,263,522,287,0,986,1607,466,59,M149,308,351,8,47,11,100,477,1145,9209,66,Yes,23535,1261
M163,0,109,126,1452,315,157,333,1263,372,68,34,9225,65,53,471,661,671,16347,03,132,101,268,109,335,567,77,62,3018,312,1281,,22,261,2,23,1145,124,363,171,0,486,1522,466,23,M163,308,511,8,53,8,83,440,1145,8705,56,No,18267,512
M165,0,112,117,1738,358,123,204,918,385,82,34,10078,66,553,291,548,671,16582,03,101,399,166,112,357,670,86,229,2170,306,1564,,22,265,2,51,1145,99,269,268,0,353,1086,466,51,M165,308,700,8,112,131,107,467,1145,8311,182,Yes,18550,695
M166,0,121,98,1490,320,106,352,1314,371,65,34,7593,65,47,113,724,671,15082,03,1,166,238,121,345,409,76,24,3131,294,1432,,21,261,2,51,1145,139,376,111,0,543,2131,466,51,M166,308,231,8,30,6,499,436,1145,7131,61,No,17008,708
M180,0,92,273,1355,859,359,248,1233,382,75,34,9249,65,173,606,736,671,16141,03,1,470,249,92,323,934,84,103,2520,289,1691,,19,265,2,34,1145,136,379,1084,0,365,780,466,34,M180,308,363,8,24,4,87,457,1145,7318,56,Yes,18065,47
M185,0,110,119,2005,792,208,444,2352,384,83,34,13687,65,122,379,1526,671,23648,03,1,825,382,110,376,775,85,436,3003,325,2491,,20,265,2,52,1145,335,881,1146,0,619,1342,466,51,M185,308,711,8,93,6,101,467,1145,10989,54,Yes,25635,856
M191,0,125,151,1548,709,37,739,1884,382,77,34,9980,171,216,461,920,671,18149,03,1,630,226,125,295,612,84,150,2782,267,1831,,15,264,2,28,1145,171,414,721,0,531,1430,466,28,M191,308,545,8,215,54,109,459,1145,7966,64,Yes,20048,456
M199,0,144,115,958,266,28,262,1166,371,66,34,7307,69,78,206,574,671,14968,03,1,2,330,144,378,192,77,93,4260,337,1133,,169,261,2,41,1145,105,277,122,0,441,3363,466,41,M199,308,387,8,18,125,78,437,1145,6767,56,No,16928,388
M208,0,76,236,2372,880,985,159,416,391,97,34,13614,65,167,311,49,671,23675,03,1,241,208,76,375,1082,91,218,4372,346,2825,,22,267,2,29,1145,384,1030,1931,0,87,2368,466,29,M208,308,712,8,934,12,191,489,1145,10020,78,Yes,25683,916
M241,0,177,862,1998,1584,1421,1026,1979,397,98,34,17534,65,1313,1238,675,671,37813,03,1,3098,278,177,312,865,94,607,10973,289,5152,,24,269,2,23,1145,691,1970,808,0,3181,3579,466,23,M241,308,1354,8,691,9,235,495,1145,10864,127,Yes,39765,760
M242,0,100,159,2541,65,377,333,1520,382,81,34,11950,65,112,254,862,671,20080,03,286,562,325,100,335,906,84,207,2557,292,1414,,19,264,2,42,1145,177,694,1440,0,71,1232,466,42,M242,308,524,8,244,8,123,463,1145,9293,69,Yes,22023,1262
M243,0,101,139,626,65,346,255,534,369,56,34,8834,65,48,297,49,671,13596,03,1,2,229,101,351,162,75,58,1751,329,1750,,21,261,2,22,1145,283,1042,108,0,52,635,466,22,M243,308,560,8,27,2,81,426,1145,8496,72,No,15517,90
M245,0,102,62,898,65,152,455,1289,371,61,34,6874,65,43,422,627,671,12015,03,1,2,207,102,377,302,77,102,1898,340,953,,21,261,2,36,1145,198,543,104,0,466,597,466,36,M245,308,230,8,36,7,108,432,1145,6514,49,No,13968,223
M247,0,135,770,1109,867,88,378,1296,390,90,34,9478,65,316,458,651,671,17092,03,1,3,267,135,382,487,90,698,2445,360,2629,,26,266,2,23,1145,367,1057,369,0,76,686,466,22,M247,308,537,8,108,9,158,480,1145,7712,243,Yes,19099,250
M250,0,135,217,1421,65,29,393,1355,388,87,34,12837,65,113,760,708,671,21832,03,1,4,253,135,387,779,89,383,4324,364,1761,,21,266,2,23,1145,464,1296,1392,0,84,2769,466,23,M250,308,266,8,22,11,122,475,1145,10808,92,Yes,23839,269
M256,0,113,317,2153,1004,233,193,978,391,92,34,10128,65,563,536,544,671,20927,03,492,4,241,113,363,568,91,101,3933,314,3622,,22,266,2,49,1145,394,1224,416,0,85,1875,466,49,M256,308,571,8,86,685,138,482,1145,8815,119,Yes,22917,1212
M258,0,176,504,1722,801,271,193,978,388,88,34,10529,65,140,446,544,671,19288,03,4,268,241,176,379,531,89,742,3966,346,1919,,50,265,2,33,1145,449,938,297,0,87,2204,466,32,M258,308,38,8,43,17,125,476,1145,8890,96,Yes,21288,817
M283,0,100,359,890,885,451,235,1437,382,74,34,7484,65,606,649,602,671,14322,03,1,135,594,100,220,279,85,51,2136,192,2276,6,21,263,2,28,1145,144,575,781,0,61,471,466,28,M283,308,343,8,71,282,191,455,1145,5662,155,Yes,16142,237
M299,0,112,375,1013,1291,394,235,1437,385,81,34,7099,65,53,912,602,671,15969,03,1,3,594,112,358,370,87,137,2410,302,3898,6,21,264,2,56,1145,180,571,258,0,74,474,466,56,M299,308,1741,8,77,106,189,466,1145,6481,66,Yes,17938,270
M307,0,124,412,914,545,1495,235,1437,385,81,34,8118,65,671,657,602,671,15728,03,1,4,594,124,409,294,87,233,3304,382,1831,6,291,264,2,26,1145,221,616,259,0,73,446,466,26,M307,308,558,8,169,8,105,466,1145,6427,63,Yes,17747,246
M333,0,144,104,1165,561,28,193,978,372,63,34,7388,65,53,211,544,671,15908,03,1,3,241,144,355,276,77,138,4735,245,1498,,21,261,2,110,1145,99,332,385,0,535,3757,466,109,M333,308,485,8,23,8,113,435,1145,6707,55,No,17842,516
M334,0,100,186,1592,616,29,455,1289,368,54,34,6328,65,157,229,627,671,12290,03,1,3,207,100,303,300,74,177,969,274,2013,,224,260,2,29,1145,143,376,131,0,47,335,466,28,M334,308,519,8,58,1,501,422,1145,5487,88,No,14160,919
M402,0,118,248,793,593,505,1828,3161,388,84,34,11041,65,372,793,894,671,20059,03,1,4,434,118,420,242,89,230,2723,388,2223,6,19,265,2,32,1145,413,782,315,0,77,686,466,32,M402,308,753,8,42,12,82,472,1145,9982,74,Yes,22096,178
M403,0,107,225,767,496,258,1828,3161,384,79,34,8989,65,323,372,894,671,16287,03,1,312,434,107,423,198,86,204,1583,400,1681,6,19,264,2,23,1145,167,623,276,0,74,487,466,23,M403,308,426,8,70,8,128,463,1145,7703,79,Yes,18317,195
M404,0,99,331,655,532,506,1828,3161,373,60,34,9028,65,157,520,894,671,18311,03,1,1,434,99,405,125,78,276,1864,383,3504,6,17,261,2,22,1145,358,1104,492,0,59,89,466,22,M404,308,1648,8,39,4,215,433,1145,7971,72,No,20294,156
M415,0,121,396,1351,1366,1336,472,1989,387,83,34,10108,65,537,323,934,671,19737,03,1,115,577,121,233,562,89,109,3699,204,2469,6,301,265,210,29,1145,144,426,152,0,330,1168,466,29,M415,308,571,8,67,9,97,470,1145,8542,76,Yes,21585,416
M417,0,170,277,680,768,28,1828,3161,374,64,34,8180,65,52,369,894,671,15879,03,1,4,434,170,313,162,79,167,1377,289,2312,6,17,261,2,24,1145,312,992,239,0,69,321,466,23,M417,308,462,8,85,12,78,437,1145,7551,62,No,17774,145
M421,0,121,680,1522,65,30,485,1533,375,69,34,10866,65,266,51,772,671,18930,03,1,298,276,121,543,714,80,230,2321,385,2568,,20,262,2,158,1145,624,1082,979,0,81,854,466,158,M421,308,1134,8,587,10,276,445,1145,8414,70,No,21063,434
M452,0,106,99,2270,65,28,455,1289,373,69,34,9530,65,58,1133,627,671,18335,03,1,3,207,106,365,292,78,168,2638,343,2502,,18,261,2,23,1145,67,1593,249,0,71,1239,466,22,M452,308,737,8,8,8,100,442,1145,8964,59,No,20286,1605
M470,0,133,420,1034,1216,1367,1830,3163,402,106,34,13449,285,654,1526,894,671,29401,03,1,379,434,133,468,298,98,68,7246,409,4375,6,15,270,2,59,1145,293,767,186,1,1926,1713,466,59,M470,308,2177,8,315,5,211,508,1145,11775,55,Yes,31521,142
M479,0,97,291,680,222,28,408,4425,370,56,34,6079,65,37,467,537,671,13556,03,1,5,240,97,367,123,76,70,1353,308,923,3240,49,260,2,60,1145,90,229,81,0,51,425,466,60,M479,308,347,8,33,6,119,426,1145,5744,57,No,15494,183
M485,0,90,336,748,755,35,299,1654,370,54,34,7214,108,75,363,707,671,12160,03,1,2,642,90,244,166,76,46,898,176,1555,6,71,260,42,68,1145,54,113,78,0,47,63,466,67,M485,308,577,8,40,16,93,424,1145,6773,86,No,13972,166
M492,0,155,439,952,417,535,235,1437,386,81,34,8794,65,53,456,602,671,15431,03,152,128,594,155,334,366,88,105,2633,308,1460,6,22,265,60,26,1145,142,434,174,0,67,841,466,26,M492,308,455,8,82,6,147,467,1145,8089,81,Yes,17376,213
M494,0,121,375,981,554,272,235,1437,387,82,34,7157,65,500,767,602,671,14565,03,1,3,594,121,251,364,89,242,3069,201,1800,6,21,264,54,50,1145,136,414,87,0,820,699,466,50,M494,308,585,8,99,75,172,469,1145,6064,88,Yes,16429,244
M505,0,109,697,844,1051,416,217,1606,387,84,34,10540,65,538,1227,947,671,18851,03,129,204,436,109,467,300,89,529,3368,322,2385,6,252,264,2,145,1145,152,457,386,0,78,669,466,145,M505,308,560,8,133,222,95,471,1145,8373,124,Yes,20934,171
M541,0,90,450,882,470,30,235,1437,371,56,34,6996,112,44,756,602,671,12939,03,1,8,594,90,301,227,77,74,1870,276,1665,6,21,261,71,26,1145,210,523,447,0,163,260,466,26,M541,308,408,8,56,97,167,427,1145,6199,74,No,14812,234
M859,0,85,80,882,65,28,172,5123,369,55,34,10006,65,149,129,57,671,19009,03,1,93,5,85,312,31,75,374,425,290,2489,4888,15,261,2,23,1145,9,1483,391,0,49,129,466,22,M859,308,844,8,26,1,96,424,1145,8827,128,No,20890,478
M860,0,118,269,913,884,173,472,1988,385,81,34,8033,65,583,823,934,671,16294,03,1,4,577,118,319,205,88,142,2835,296,2406,6,20,264,2,23,1145,354,553,453,0,222,994,466,23,M860,308,844,8,120,11,114,467,1145,6628,80,Yes,18224,334
M862,0,108,164,797,1023,38,204,918,372,62,34,7306,65,90,449,548,671,12680,03,1,190,166,108,347,203,77,117,1452,324,2099,,21,261,2,23,1145,259,681,161,0,66,475,466,22,M862,308,277,8,30,8,110,434,1145,6636,58,No,14606,221
M007,0,94,201,1359,446,120,379,1646,386,82,34,9374,65,522,321,788,671,16430,04,1,587,480,94,736,740,87,69,2151,294,1805,,21,265,2,442,1145,184,530,557,0,542,782,466,442,M007,308,752,8,33,6,72,467,1145,7519,63,Yes,18777,246
M012,0,103,264,1511,493,333,312,1481,368,54,34,5843,65,182,320,766,671,11888,04,1,1,403,103,255,643,74,140,1370,226,1579,,22,260,2,29,1145,139,468,167,0,48,266,466,29,M012,308,548,8,43,1,70,422,1145,5190,95,No,13710,495
M013,0,128,240,1571,765,832,349,1381,392,94,34,12246,65,970,600,722,671,24654,04,429,505,310,128,422,450,91,118,5738,349,3589,,15,267,2,74,1145,347,940,1863,0,1456,1836,466,73,M013,308,1320,8,145,470,93,485,1145,8578,50,Yes,26706,748
M037,0,135,359,2474,739,59,217,510,387,87,34,11216,65,177,514,67,671,19512,04,1,588,226,135,487,589,87,357,3005,315,2173,,15,266,2,172,1145,302,855,258,0,75,1696,466,171,M037,308,342,8,16,65,172,474,1145,9735,68,Yes,21618,1511
M038,0,113,240,1711,646,190,432,1490,389,94,34,11964,65,146,548,799,671,21410,04,308,662,259,113,338,775,89,55,3819,306,2313,,446,266,2,32,1145,340,811,641,0,736,1456,466,32,M038,308,768,8,29,12,76,483,1145,9913,70,Yes,23376,563
M045,0,121,344,1039,781,573,270,1405,395,100,34,12888,65,914,1101,856,671,23420,04,408,402,279,121,425,207,94,147,5390,353,2577,,100,268,2,72,1145,557,845,1507,0,786,1620,466,72,M045,308,844,8,128,13,94,496,1145,9654,33,Yes,25486,459
M050,0,144,198,2369,1139,230,496,2661,394,98,34,11944,65,844,960,1368,671,25325,04,1,817,797,144,307,835,93,215,5466,279,2740,,410,267,2,27,1145,242,670,332,0,1087,2747,466,27,M050,308,718,8,81,14,200,492,1145,9184,58,Yes,27268,1162
M057,0,107,282,1626,724,283,344,1247,388,87,34,9300,65,214,436,630,671,16290,04,1,573,272,107,418,718,89,266,2618,293,1394,,188,266,2,126,1145,119,311,305,0,455,1042,466,125,M057,308,261,8,15,10,88,475,1145,7642,94,Yes,18328,534
M072,0,118,182,1948,377,135,227,1246,390,94,34,11164,65,77,504,792,671,18875,04,1,793,227,118,516,654,90,137,2970,310,1430,,23,266,2,206,1145,150,388,548,0,686,1312,466,206,M072,308,568,8,12,9,88,484,1145,9516,56,Yes,21020,921
